,r_free_0_min_0,r_free_0_min_0_xray_0,r_free_0_min_0_r_work_0,r_free_0_min_0_pdb,r_free_0_min_0_occ_0,r_free_0_min_0_occ_1,r_free_0_min_0_occ_2,r_free_0_min_0_occ_3
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_585/log.csv,0.2725635302051011,5.437509998215826,0.2110947799598475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_585/pdbs/1024.pdb,0.0,0.2926811601593948,0.3699837803660454,0.3373350594745598
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_588/log.csv,0.2787098750169754,5.4668521621590775,0.2192725390936606,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_588/pdbs/427.pdb,0.0,0.3668311384001188,0.3825991652294956,0.2505696963703855
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_538/log.csv,0.2859192353473515,5.406969373566997,0.2120459958465899,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_538/pdbs/1300.pdb,0.3148197673850298,0.2324235389853046,0.2301940280538092,0.2225626655758563
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_539/log.csv,0.2896995617970535,5.531699258525705,0.2353637332651833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_539/pdbs/35.pdb,0.2357712148807068,0.1298257926505311,0.3014111359505983,0.3329918565181638
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_541/log.csv,0.2752305013881937,5.385538786211234,0.2081280134571755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_541/pdbs/825.pdb,0.3197874946776678,0.2150496235213715,0.3059661995579025,0.1591966822430581
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_540/log.csv,0.2773655986359536,5.393753399097666,0.2080175919427001,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_540/pdbs/1253.pdb,0.1739454779108831,0.2860269659639948,0.2571976595822972,0.2828298965428247
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_606/log.csv,0.2858129410590375,5.531756818889557,0.2354208266960319,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_606/pdbs/38.pdb,0.3347395297821199,0.3190207370904042,0.1160188202998536,0.2302209128276222
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_608/log.csv,0.2868147911044901,5.495875221463073,0.2311879856090904,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_608/pdbs/75.pdb,0.0946138092902156,0.3020591764475556,0.2958592945303033,0.3074677197319252
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_609/log.csv,0.2897708267206844,5.517536393056068,0.2343283888301367,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_609/pdbs/58.pdb,0.3842358511234369,0.0746777197487983,0.2408027369641502,0.3002836921636144
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_611/log.csv,0.2843545721978189,5.537698501996333,0.2336629786403824,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_611/pdbs/36.pdb,0.3212170833840213,0.081364341888422,0.2403608990191138,0.3570576757084427
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_558/log.csv,0.2874030994450403,5.590544715277184,0.2377056386687212,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_558/pdbs/18.pdb,0.224278213628733,0.3449021804246039,0.3292539409967352,0.1015656649499278
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_556/log.csv,0.2825323888972286,5.500214843999827,0.2317384232881382,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_556/pdbs/55.pdb,0.3529181923922023,0.2436055065048374,0.2858163189040381,0.1176599821989221
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_557/log.csv,0.2839791149048413,5.380740958381828,0.2100854037795518,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_557/pdbs/1048.pdb,0.3406961656189843,0.154619222729249,0.1605690842292146,0.3441155274225519
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_555/log.csv,0.2818956287362503,5.507505991940264,0.2325451603702873,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_555/pdbs/59.pdb,0.2491812874991319,0.350888312163934,0.3083046083669883,0.0916257919699458
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_553/log.csv,0.2782516629362529,5.384706431561069,0.2056229354228116,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_553/pdbs/858.pdb,0.2723176796340052,0.2049620072679956,0.2202408026127588,0.3024795104852403
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_554/log.csv,0.2851543726594696,5.3945149819682605,0.2073678948210962,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_554/pdbs/816.pdb,0.2739277667078299,0.2283517520096917,0.2631524866088519,0.2345679946736263
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_552/log.csv,0.2873703964330027,5.5103963896014605,0.241637797641255,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_552/pdbs/137.pdb,0.3914696638292225,0.2049410968913043,0.0575586295977697,0.3460306096817033
