,r_free_7mhf,ff,pdb,xray_7mhf,w_0_7mhf,N,J,job_id,r_free_7mhg,xray_7mhg,w_0_7mhg,r_free_7mhh,xray_7mhh,w_0_7mhh,r_free_7mhi,xray_7mhi,w_0_7mhi,r_free_7mhj,xray_7mhj,w_0_7mhj,r_free_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhf,w_1_7mhg,w_1_7mhh,w_1_7mhi,w_1_7mhj,w_1_7mhk,w_2_7mhf,w_3_7mhf,w_2_7mhg,w_3_7mhg,w_2_7mhh,w_3_7mhh,w_2_7mhi,w_3_7mhi,w_2_7mhj,w_3_7mhj,w_2_7mhk,w_3_7mhk,w_4_7mhf,w_5_7mhf,w_6_7mhf,w_7_7mhf,w_4_7mhg,w_5_7mhg,w_6_7mhg,w_7_7mhg,w_4_7mhh,w_5_7mhh,w_6_7mhh,w_7_7mhh,w_4_7mhi,w_5_7mhi,w_6_7mhi,w_7_7mhi,w_4_7mhj,w_5_7mhj,w_6_7mhj,w_7_7mhj,w_4_7mhk,w_5_7mhk,w_6_7mhk,w_7_7mhk,w_8_7mhf,w_9_7mhf,w_10_7mhf,w_11_7mhf,w_12_7mhf,w_13_7mhf,w_14_7mhf,w_15_7mhf,w_8_7mhg,w_9_7mhg,w_10_7mhg,w_11_7mhg,w_12_7mhg,w_13_7mhg,w_14_7mhg,w_15_7mhg,w_8_7mhh,w_9_7mhh,w_10_7mhh,w_11_7mhh,w_12_7mhh,w_13_7mhh,w_14_7mhh,w_15_7mhh,w_8_7mhi,w_9_7mhi,w_10_7mhi,w_11_7mhi,w_12_7mhi,w_13_7mhi,w_14_7mhi,w_15_7mhi,w_8_7mhj,w_9_7mhj,w_10_7mhj,w_11_7mhj,w_12_7mhj,w_13_7mhj,w_14_7mhj,w_15_7mhj,w_8_7mhk,w_9_7mhk,w_10_7mhk,w_11_7mhk,w_12_7mhk,w_13_7mhk,w_14_7mhk,w_15_7mhk,exp_delta,ref_delta,ref_ff_delta
570,0.3090398640094218,25415.35204868892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_3/pdbs/50.pdb,5.445073659858429,0.1398837002487887,4,6,188,,,,,,,,,,,,,,,,0.4732646964912443,,,,,,0.330347537307135,0.0565040659528318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08503986400942179,-0.008473455625835513,24863.642144507347
571,,24003.53449392261,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_12/pdbs/41.pdb,,,4,6,188,0.2870328424302257,5.329964703380118,0.3246235527639496,,,,,,,,,,,,,,0.4165900750231436,,,,,,,0.1695898138295195,0.0891965583833872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08203284243022571,-0.010504263451026175,23647.26180802549
572,,22728.523173011326,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_4/pdbs/262.pdb,,,4,6,188,,,,0.2321160830470406,5.795958275841294,0.2299706135260104,,,,,,,,,,,,0.3152397335739441,,,,,,,,0.3651531339724795,0.0896365189275659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020883916952959408,-0.06997627234062101,21818.250797471195
573,,27466.99590001675,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_2/pdbs/294.pdb,,,4,6,188,,,,,,,0.224292270970976,5.284033533373719,0.3378026395764704,,,,,,,,,,0.2272484384132879,,,,,,,,,0.3391163555304228,0.0958325664798187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0037077290290239984,-0.058675129941756804,26427.107110546473
574,,32737.79208253014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_21/pdbs/196.pdb,,,4,6,188,,,,,,,,,,0.2360458038051164,5.401253947250516,0.190235720106393,,,,,,,,0.3307000598455063,,,,,,,,,,0.3756844442141389,0.1033797758339617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003954196194883602,-0.06090282785355841,32295.24988084327
575,,26220.80268349532,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/188/output_21/pdbs/271.pdb,,,4,6,188,,,,,,,,,,,,,0.2419914583823922,5.388492578224968,0.300706392783381,,,,,,0.2777489924945293,,,,,,,,,,,0.3148812261875272,0.1066633885345625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0050085416176078035,-0.07101213952469229,25754.508220489934
576,0.2943126483324573,12565.213599468068,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/189/output_3/pdbs/15.pdb,5.320457218869176,0.1435172499916955,8,1,189,,,,,,,,,,,,,,,,0.2185794549153085,,,,,,0.1928569660463431,0.050189518891589,,,,,,,,,,,0.0807898495157903,0.2092533885374529,0.0417109256968103,0.0631026464050102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07031264833245729,-0.023200671302800013,12013.503695286494
577,,8859.296663584315,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/190/output_15/pdbs/17.pdb,,,8,1,190,0.2840399208642138,5.265319688554978,0.1857083391208373,,,,,,,,,,,,,,0.2290440057734997,,,,,,,0.1136370436607975,0.0145115341874852,,,,,,,,,,,,,0.220777419197319,0.0459629450944208,0.0249390702877944,0.165419642677846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07903992086421383,-0.01349718501703806,8503.023977687197
578,,10809.584554571278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/191/output_4/pdbs/31.pdb,,,8,1,191,,,,0.2957163289383187,5.856787481855112,0.173451609019215,,,,,,,,,,,,0.1780405230822649,,,,,,,,0.1163283726188681,0.0617505195653021,,,,,,,,,,,,,,,0.1251959695795913,0.2715763117462969,0.0577892446359575,0.0158674497525038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04271632893831867,-0.006376026449342931,9899.312179031147
579,,9848.230692490592,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/192/output_8/pdbs/34.pdb,,,8,1,192,,,,,,,0.2665292947448286,5.363030898055712,0.1216466737161951,,,,,,,,,,0.2197192067668479,,,,,,,,,0.1339812602140306,0.0464368866455953,,,,,,,,,,,,,,,,,0.2078606744648604,0.2107273259158318,0.0412214786841088,0.0184064935925297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03852929474482861,-0.0164381061679042,8808.341903020315
580,,11669.939501866684,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/193/output_14/pdbs/195.pdb,,,8,1,193,,,,,,,,,,0.2914831693097802,5.370004172149156,0.2109624580156157,,,,,,,,0.0685997034136467,,,,,,,,,,0.1554291512929017,0.0785945937898077,,,,,,,,,,,,,,,,,,,0.0846301813272467,0.1518010007453347,0.0320412547901563,0.2179416566252901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0514831693097802,-0.005465462348894612,11227.397300179811
581,,9757.026485351593,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/194/output_15/pdbs/19.pdb,,,8,1,194,,,,,,,,,,,,,0.2995572209692982,5.515220470569585,0.1819581116717425,,,,,,0.1307941100654807,,,,,,,,,,,0.1254745774111223,0.0749521838526369,,,,,,,,,,,,,,,,,,,,,0.1338854405413666,0.0954150621581785,0.1243878761450961,0.133132638154376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05255722096929821,-0.013446376937786275,9290.732022346207
582,0.2849407860928304,16145.647885671702,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/195/output_20/pdbs/16.pdb,5.31351955667498,0.1108275203621903,8,2,195,,,,,,,,,,,,,,,,0.1637425078759449,,,,,,0.1922254149676911,0.0598540427748922,,,,,,,,,,,0.1167563408181572,0.1294207597916325,0.0417184813294189,0.1854549320800726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06094078609283041,-0.032572533542426896,15593.937981490126
583,,17599.08112119356,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/195/output_0/pdbs/264.pdb,,,8,2,195,0.2704999584682168,5.102612517074068,0.1758591108966638,,,,,,,,,,,,,,0.1780465571065171,,,,,,,0.2418612405945869,0.0761649031250616,,,,,,,,,,,,,0.0922467792729571,0.115450605075985,0.0562811136228431,0.064089690305385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0654999584682168,-0.02703714741303509,17242.808435296443
600,,23194.383805115896,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/204/output_18/pdbs/171.pdb,,,8,2,204,,,,0.2256304650624989,5.460685026987846,0.2011879252929562,,,,,,,,,,,,0.1155208490783549,,,,,,,,0.1433535212496124,0.0264528663724802,,,,,,,,,,,,,,,0.1555111556847122,0.1616013116318459,0.0586656771328387,0.1377066935571991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027369534937501105,-0.0764618903251627,22284.111429575765
606,,23173.59442222115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/207/output_1/pdbs/298.pdb,,,8,2,207,,,,,,,0.2216792235425118,5.05439612348857,0.1654186600845527,,,,,,,,,,0.1224440536386266,,,,,,,,,0.0993455728073739,0.0683102568457567,,,,,,,,,,,,,,,,,0.1215153082254794,0.1579150899552548,0.0578313142884324,0.2072197441545231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006320776457488214,-0.06128817737022102,22133.705632750873
607,,22820.03825250388,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/207/output_0/pdbs/299.pdb,,,8,2,207,,,,,,,,,,0.2205703543218431,5.140913310191675,0.1192265271550602,,,,,,,,0.1093955755586742,,,,,,,,,,0.2245599949472805,0.0508280322616273,,,,,,,,,,,,,,,,,,,0.1086369232952798,0.1872051214010433,0.0776404060250198,0.1225074193560145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019429645678156887,-0.0763782773368317,22377.496050817008
609,,23190.72180468317,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/208/output_18/pdbs/147.pdb,,,8,2,208,,,,,,,,,,,,,0.2416956779645626,5.149694611500896,0.1216217564132543,,,,,,0.1935761398321282,,,,,,,,,,,0.1802473358764501,0.0664188504606814,,,,,,,,,,,,,,,,,,,,,0.1200629095203317,0.1427207720033029,0.0761621090028276,0.0991901268910235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005304322035437403,-0.07130791994252189,22724.427341677783
615,0.2915092971555461,24823.656256356702,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/211/output_14/pdbs/41.pdb,5.225250713763376,0.1725894906922202,8,3,211,,,,,,,,,,,,,,,,0.1875059777283441,,,,,,0.1560655673268739,0.0638157334173537,,,,,,,,,,,0.1410483426337226,0.065127676848038,0.0481192871216991,0.1657279242317482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06750929715554607,-0.02600402247971123,24271.946352175128
616,,24791.484709245087,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/211/output_20/pdbs/123.pdb,,,8,3,211,0.2678888319169009,5.114782009421428,0.1634014609004659,,,,,,,,,,,,,,0.1237163883652811,,,,,,,0.1854264273794685,0.0542159642979967,,,,,,,,,,,,,0.1535417811279373,0.1469676630303433,0.0793288769816459,0.0934014379168609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0628888319169009,-0.02964827396435099,24435.21202334797
660,,30312.83472764705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/226/output_7/pdbs/293.pdb,,,8,3,226,,,,0.204463999259621,5.44738494342201,0.1679648649988699,,,,,,,,,,,,0.1508288900263945,,,,,,,,0.084100527642087,0.0597770182489907,,,,,,,,,,,,,,,0.1812521028459219,0.1041611931436376,0.0752025285929747,0.1767128745011235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048536000740379004,-0.0976283561280406,29402.562352106917
661,,33756.32738179892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/226/output_13/pdbs/235.pdb,,,8,3,226,,,,,,,0.1959206623463527,5.005219991493945,0.147479423597615,,,,,,,,,,0.1411480952628059,,,,,,,,,0.2311297595269902,0.0823281593982028,,,,,,,,,,,,,,,,,0.1524125330355343,0.1114152095196787,0.0523705013748021,0.0817163182843707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032079337653647316,-0.08704673856638012,32716.43859232864
662,,32884.91999264272,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/226/output_24/pdbs/269.pdb,,,8,3,226,,,,,,,,,,0.1925596914207079,5.073566104382889,0.1190850732984299,,,,,,,,0.1779787779518076,,,,,,,,,,0.0564093784485685,0.0230185158173097,,,,,,,,,,,,,,,,,,,0.1370793315368874,0.2058066977655534,0.090213933851372,0.1904082913300712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0474403085792921,-0.10438894023796691,32442.377790955845
665,,31685.84585335502,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/227/output_12/pdbs/142.pdb,,,8,3,227,,,,,,,,,,,,,0.2282339209897288,5.0897463418999385,0.175516452402423,,,,,,0.130994488046199,,,,,,,,,,,0.1659925266168327,0.0846995503809861,,,,,,,,,,,,,,,,,,,,,0.1474906633600739,0.1251577255014488,0.061624163252449,0.1085244304395871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01876607901027119,-0.08476967691735568,31219.551390349632
688,0.291400061654937,34113.82873589034,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/234/output_2/pdbs/66.pdb,5.216557517043814,0.0533220613369129,8,4,234,,,,,,,,,,,,,,,,0.0914187768045832,,,,,,0.1444994888608362,0.0438641648727435,,,,,,,,,,,0.1836932066964453,0.2299818847494905,0.0593205111187162,0.1938999055602719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06740006165493698,-0.026113257980320326,33562.118831708765
689,,28636.084798604254,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/234/output_16/pdbs/175.pdb,,,8,4,234,0.2678549452318735,5.123398245978258,0.1088765553920438,,,,,,,,,,,,,,0.20429323495441,,,,,,,0.2184586049987734,0.0788427560990492,,,,,,,,,,,,,0.1618592951864015,0.1153444593857058,0.0186140389139301,0.0937110550696859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06285494523187349,-0.029682160649378397,28279.812112707135
728,,42194.112853479644,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/244/output_14/pdbs/186.pdb,,,8,4,244,,,,0.1970504311202781,5.456952692271534,0.1670753189713566,,,,,,,,,,,,0.171278556703093,,,,,,,,0.1576227854232889,0.0744841019732613,,,,,,,,,,,,,,,0.1498321156626485,0.1002877973735994,0.0575357237083941,0.121883600184358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05594956887972191,-0.10504192426738351,41283.84047793951
729,,39311.35347807543,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/244/output_2/pdbs/186.pdb,,,8,4,244,,,,,,,0.183702572238302,4.955447475551879,0.1329297642122527,,,,,,,,,,0.1716795211063906,,,,,,,,,0.1137686835901048,0.0646450090014901,,,,,,,,,,,,,,,,,0.1925886416484003,0.1607679799848233,0.0540226010909006,0.1095977993656374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04429742776169801,-0.09926482867443082,38271.46468860515
730,,39311.35347807543,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/244/output_2/pdbs/186.pdb,,,8,4,244,,,,,,,,,,0.1954289705855303,5.089539195841602,0.141759907072284,,,,,,,,0.1508718246199556,,,,,,,,,,0.1077248687187231,0.0899262182862423,,,,,,,,,,,,,,,,,,,0.1582206390858403,0.1565630829105589,0.0663831521159198,0.1285503071904759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04457102941446969,-0.1015196610731445,38868.81127638855
731,,38916.0983169579,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/244/output_0/pdbs/229.pdb,,,8,4,244,,,,,,,,,,,,,0.224266799488183,5.114839312524295,0.0968803171312433,,,,,,0.1234417938581255,,,,,,,,,,,0.1391875578983823,0.0660567645077535,,,,,,,,,,,,,,,,,,,,,0.1988259295553066,0.1545458925073287,0.0571527097133774,0.1639090348284823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022733200511816987,-0.08873679841890147,38449.80385395251
742,0.2947235942141849,18972.11891153933,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/247/output_24/pdbs/280.pdb,5.246147223906121,0.2243327800157799,8,5,247,,,,,,,,,,,,,,,,0.2059227346562217,,,,,,0.0792686697349044,0.0180704159622224,,,,,,,,,,,0.1585379167848583,0.0431636960071452,0.0402639389343127,0.2304398479045551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07072359421418492,-0.022789725421072382,18420.409007357757
748,,35345.72774462141,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/248/output_1/pdbs/183.pdb,,,8,5,248,0.2700598292571555,5.136846819467648,0.2550871121759747,,,,,,,,,,,,,,0.0891502113400972,,,,,,,0.1520313928976034,0.0730172616804578,,,,,,,,,,,,,0.1876912289910458,0.1098405022780802,0.0622803750787503,0.0709019155579902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0650598292571555,-0.02747727662409638,34989.455058724285
753,,19923.86027158515,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/249/output_0/pdbs/295.pdb,,,8,5,249,,,,0.209734921434368,5.60496322532618,0.1313670751605585,,,,,,,,,,,,0.1611482096481561,,,,,,,,0.1575322299791822,0.0490299153855049,,,,,,,,,,,,,,,0.0693531593586663,0.1225762393651124,0.0696120589967954,0.2393811121060238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043265078565632,-0.0923574339532936,19013.587896045017
759,,19743.698876988223,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/250/output_20/pdbs/226.pdb,,,8,5,250,,,,,,,0.1988766571187458,5.087165045994963,0.2314685630355806,,,,,,,,,,0.0965868729818778,,,,,,,,,0.1726418334072045,0.0645246401709768,,,,,,,,,,,,,,,,,0.164959062203636,0.0943187406080467,0.0502322898600271,0.1252679977326503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029123342881254205,-0.08409074379398701,18703.810087517944
755,,19263.897499660023,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/249/output_22/pdbs/227.pdb,,,8,5,249,,,,,,,,,,0.2091044976100097,5.196631930117237,0.1922507973244576,,,,,,,,0.1633949770418395,,,,,,,,,,0.195529917345173,0.0530190814728953,,,,,,,,,,,,,,,,,,,0.127466596766114,0.0992780988205056,0.047120440695194,0.1219400905338207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03089550238999028,-0.08784413404866509,18821.35529797315
761,,20389.55109100038,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/250/output_2/pdbs/156.pdb,,,8,5,250,,,,,,,,,,,,,0.2269389548917915,5.223661305205555,0.1536607605616726,,,,,,0.2201078520835204,,,,,,,,,,,0.1234110243045611,0.0504714616874327,,,,,,,,,,,,,,,,,,,,,0.1461210713452365,0.1386580042715297,0.0480482927971644,0.1195215329488823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020061045108208497,-0.08606464301529299,19923.256627994993
762,0.3005799832201196,51896.411102021935,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_7/pdbs/225.pdb,5.273809301593651,0.2307609794979775,8,6,251,,,,,,,,,,,,,,,,0.0528000183475795,,,,,,0.1414312130481927,0.0531279518162421,,,,,,,,,,,0.1265092791595889,0.24433185278039,0.0430872877335912,0.1079514176164379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07657998322011958,-0.016933336415137723,51344.70119784036
763,,50218.63693277682,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_7/pdbs/119.pdb,,,8,6,251,0.272920822638694,5.156288906403605,0.1969183601182633,,,,,,,,,,,,,,0.0808258166401236,,,,,,,0.0720418761707739,0.0432049365551876,,,,,,,,,,,,,0.0825344781838288,0.2652814572294462,0.0710914532382286,0.1881016218641478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067920822638694,-0.02461628324255788,49862.3642468797
764,,52719.94734860542,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_21/pdbs/143.pdb,,,8,6,251,,,,0.2205555565788957,5.623921377056939,0.1607923922315588,,,,,,,,,,,,0.1096127068013398,,,,,,,,0.1677124609537869,0.0609867422443325,,,,,,,,,,,,,,,0.174312163694394,0.0788753421860163,0.0889668285549753,0.1587413633335961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03244444342110431,-0.08153679880876591,51809.67497306529
765,,51333.709219851095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_1/pdbs/247.pdb,,,8,6,251,,,,,,,0.2072652056057886,5.091301659989965,0.1732016484596293,,,,,,,,,,0.1836476530060421,,,,,,,,,0.1536988771755131,0.0499333023807468,,,,,,,,,,,,,,,,,0.1102329613006383,0.0978953902963728,0.0622288711097522,0.1691612962713052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020734794394211414,-0.07570219530694422,50293.820430380816
766,,53168.25957158643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_24/pdbs/293.pdb,,,8,6,251,,,,,,,,,,0.2149533358494171,5.20963098518655,0.1238771070025362,,,,,,,,0.1562898245692217,,,,,,,,,,0.0516437520241343,0.0518653164286906,,,,,,,,,,,,,,,,,,,0.1076081266979555,0.2070338712783746,0.094851118147931,0.2068308838511557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025046664150582904,-0.08199529580925771,52725.717369899554
767,,55503.30767061727,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/251/output_19/pdbs/168.pdb,,,8,6,251,,,,,,,,,,,,,0.2341225675916543,5.228993214304249,0.1380622805658399,,,,,,0.1064729965528809,,,,,,,,,,,0.1766964026265569,0.0668587322324311,,,,,,,,,,,,,,,,,,,,,0.1372810880068292,0.1150577575927258,0.0825085545521666,0.1770621878705693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012877432408345685,-0.07888103031543017,55037.01320761188
768,0.2954506505542469,19102.744465642973,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/252/output_0/pdbs/13.pdb,5.356729680312758,0.0243996511842127,16,1,252,,,,,,,,,,,,,,,,0.0877956432177468,,,,,,0.0827701917547431,0.0245532845140981,,,,,,,,,,,0.0833247704372491,0.0443789531550012,0.0417580047308557,0.0349373258181685,,,,,,,,,,,,,,,,,,,,,0.0451613924228496,0.0352649355169917,0.10984523336503,0.1128740755197197,0.0456795935125377,0.102677488172746,0.1052396430147295,0.0193398136633199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714506505542469,-0.0220626690810104,18551.034561461398
769,,25290.447011817418,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/253/output_15/pdbs/16.pdb,,,16,1,253,0.2885624207592727,5.193760217846743,0.0724592973988109,,,,,,,,,,,,,,0.0913073321725527,,,,,,,0.0715570338103988,0.0116479688850856,,,,,,,,,,,,,0.0476360387145409,0.0657433981365269,0.0389184522716154,0.1007167020507555,,,,,,,,,,,,,,,,,,,,,,,,,0.0482568010177288,0.0401428425947459,0.0818827294983074,0.0740191125929587,0.0122543236468034,0.104152833372453,0.079081723998963,0.0602234098377525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0835624207592727,-0.008974685121979187,24934.1743259203
770,,26194.44227227579,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/254/output_7/pdbs/53.pdb,,,16,1,254,,,,0.2996288771680688,5.797656711862266,0.1143817167610131,,,,,,,,,,,,0.0841374322427396,,,,,,,,0.0266262133944151,0.0235096241197473,,,,,,,,,,,,,,,0.0533997254768546,0.061907919111276,0.0361952999553312,0.0940529424523643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0930452333949716,0.043942013060121,0.075580897212874,0.0914628232655316,0.034435169282883,0.0158063414916666,0.0879969491590657,0.0635196996191446,,,,,,,,,,,,,,,,,,,,,,,,,0.046628877168068794,-0.0024634782195928073,25284.16989673566
