,N,J,w_xray,r_free_native_0,r_work_native_0,xray_native_0,rmsd_native_0,r_free_native_1,r_work_native_1,xray_native_1,rmsd_native_1,ff,pdb,w_0_native_0,w_0_native_1,w_1_native_0,w_1_native_1,cif_0,cif_1
10,2.0,1.0,0.0625,0.2098645157643519,0.199423458905588,4.324383342115884,0.1957770104192949,,,,,9792.308943699984,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/10/output_9/pdbs/499.pdb,0.8320665952393703,,0.1679334047606296,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
11,2.0,1.0,0.03125,0.3068595870705645,0.2906805051129543,4.528340105853162,1.106550334873134,,,,,10183.810582728043,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/11/output_13/pdbs/499.pdb,0.757811269586724,,0.242188730413276,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
12,2.0,1.0,1.0,,,,,0.1526422264097061,0.1373273677499542,3.879579976955054,0.2394245160901108,7242.490208804223,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/12/output_14/pdbs/499.pdb,,0.6005933193313159,,0.3994066806686841,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
13,2.0,1.0,0.5,,,,,0.1638754768659062,0.1545699187460695,4.019791605931973,0.2391902041369631,6991.023830112994,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/13/output_6/pdbs/499.pdb,,0.5221657920886319,,0.4778342079113681,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
14,2.0,1.0,0.25,,,,,0.1562964027364406,0.1480932621293756,3.972725090531638,0.2387579450872751,7650.733648134266,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/14/output_18/pdbs/499.pdb,,0.5668906496792868,,0.4331093503207132,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
15,2.0,1.0,0.125,,,,,0.1628067767624329,0.1534647038100632,4.050554442287426,0.2458517445944539,8669.694908530872,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/15/output_17/pdbs/499.pdb,,0.3271333316982908,,0.6728666683017093,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
16,2.0,1.0,0.0625,,,,,0.2250610001352665,0.207294528597719,4.263797365757059,0.2483657707587419,10607.366194662149,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/16/output_2/pdbs/499.pdb,,0.9905044682168044,,0.0094955317831955,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
17,2.0,1.0,0.03125,,,,,0.299585250905452,0.2897361995745987,4.482549707120496,1.2465608859128623,10111.144885307647,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/17/output_9/pdbs/499.pdb,,0.262660383302386,,0.737339616697614,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
18,2.0,2.0,1.0,0.170517880604271,0.1635620087420726,4.168572196106822,0.081053779516054,0.1683744465012361,0.1618669531592065,4.168252488658033,0.1041089406636622,1725.450937383262,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/18/output_19/pdbs/499.pdb,0.258537532906323,0.7228183929506373,0.7414624670936769,0.2771816070493627,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
19,2.0,2.0,0.5,0.1691484616182339,0.1655159817900888,4.167273262503381,0.0743681234677395,0.1714310966009956,0.1676795491935233,4.185175807679002,0.0768458419084017,1501.009135383502,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/19/output_12/pdbs/499.pdb,0.7076355711860001,0.3258673783248296,0.292364428814,0.6741326216751703,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
20,2.0,2.0,0.25,0.1623661439967564,0.1644196454198392,4.178051307073791,0.1978063203019441,0.1712443349069193,0.1738606283561972,4.250807871391228,0.1465611424469379,1308.4407634447318,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/20/output_4/pdbs/499.pdb,0.3605220743827969,0.6131690701581846,0.6394779256172031,0.3868309298418155,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
21,2.0,2.0,0.125,0.2627927056332442,0.2493065577600822,4.518664963485098,0.1696709384824251,0.284570226817814,0.281036538446092,4.640956830009018,0.2058832853652185,2441.581056122176,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/21/output_6/pdbs/499.pdb,0.91872491902289,0.8979284832881407,0.08127508097711,0.1020715167118593,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
22,2.0,2.0,0.0625,0.3916017414368287,0.3602390805863412,4.6006525400649645,3.366660819880615,0.3994148147153084,0.3584379554903731,4.605229442876997,3.3423520278700445,5454.08552774782,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/22/output_19/pdbs/499.pdb,0.6494813781816455,0.6525363376138826,0.3505186218183544,0.3474636623861174,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
23,2.0,2.0,0.03125,0.5994902047194837,0.53211641892439,5.1425282841803375,14.427904236560478,0.5945426498740551,0.5299903146482987,5.139519561768446,14.26026484901261,30944.185971155028,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/23/output_18/pdbs/499.pdb,0.2093140351233091,0.1962085208209459,0.7906859648766908,0.8037914791790541,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
24,2.0,1.0,1.0,0.1618729006893043,0.1435818006452135,3.963485419096101,0.0946695385610829,,,,,9539.984907742017,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/24/output_4/pdbs/499.pdb,0.5133071304773996,,0.4866928695226004,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
25,2.0,1.0,0.5,0.1494151640575958,0.1344616788027176,3.878940376363047,0.0916078300079889,,,,,9575.700879956894,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/25/output_2/pdbs/499.pdb,0.3908498479217062,,0.6091501520782937,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
26,2.0,1.0,0.25,0.140580827796637,0.1278763415985361,3.849843210419012,0.0677588979891623,,,,,13455.075963500678,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/26/output_17/pdbs/499.pdb,0.5439070134172262,,0.4560929865827738,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
27,2.0,1.0,0.125,0.2177824857052774,0.1951480635882298,4.027883067092449,1.2947510076637954,,,,,11336.271595761842,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/27/output_15/pdbs/499.pdb,0.8275510568009212,,0.1724489431990788,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
28,2.0,1.0,0.0625,0.3489225969983697,0.3145463333150128,4.469755666306312,3.748896005712413,,,,,25020.05113425446,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/28/output_7/pdbs/499.pdb,0.3350489943766847,,0.6649510056233153,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
29,2.0,1.0,0.03125,0.5904173594175057,0.5259908620656208,4.8641511790719445,6.591097189400024,,,,,33594.56432951718,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/29/output_17/pdbs/499.pdb,0.5189061599432301,,0.48109384005677,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
30,2.0,1.0,1.0,,,,,0.1532702450900113,0.1335047620601885,3.866801043395643,0.2492797259634674,17321.330568527454,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/30/output_3/pdbs/499.pdb,,0.4812178859764223,,0.5187821140235777,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
31,2.0,1.0,0.5,,,,,0.1526881844968681,0.1370362682243035,3.90019067010903,0.2371929558480338,10403.911379205863,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/31/output_1/pdbs/499.pdb,,0.4618238018575683,,0.5381761981424318,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
32,2.0,1.0,0.25,,,,,0.1332348178580571,0.1182541167173732,3.7461316167642233,0.264640191876936,11826.314683511311,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/32/output_9/pdbs/499.pdb,,0.608869721121731,,0.391130278878269,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
33,2.0,1.0,0.125,,,,,0.2421743059513302,0.2153783450167833,4.126120409551589,1.8805834067579168,10984.236689356643,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/33/output_10/pdbs/499.pdb,,0.8050139399270363,,0.1949860600729637,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
34,2.0,1.0,0.0625,,,,,0.3562197420845917,0.3077125376572233,4.469241103494697,3.0231653899979003,25290.0432294612,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/34/output_6/pdbs/499.pdb,,0.3169544431357077,,0.6830455568642924,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
35,2.0,1.0,0.03125,,,,,0.5897798059348491,0.5306561967802182,4.872756333006836,5.738274491457361,32258.45188343373,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/35/output_6/pdbs/499.pdb,,0.497886779003751,,0.502113220996249,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
36,2.0,2.0,1.0,0.1731834971085243,0.1635090258883961,4.1620496016576345,0.1114242315687824,0.1647012455397039,0.1598864656424996,4.127511068533903,0.1111294815998885,3961.987317355508,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/36/output_0/pdbs/499.pdb,0.3123352504996745,0.7305305041411967,0.6876647495003255,0.2694694958588032,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
37,2.0,2.0,0.5,0.1580205451288757,0.1503105189889434,4.109192703898501,0.121357505694956,0.1554668311598279,0.15402412265788,4.129352120720652,0.1248065008162265,2755.9342705419613,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/37/output_13/pdbs/499.pdb,0.3266213512579218,0.658963952804577,0.6733786487420782,0.3410360471954231,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
38,2.0,2.0,0.25,0.1764505952766273,0.1801316395372465,4.268370888353183,0.1309964584630692,0.1845775241455046,0.1868772146018155,4.310833863366736,0.1795100534260957,2559.7957781998875,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/38/output_11/pdbs/499.pdb,0.5989770570541688,0.4163748518282,0.4010229429458311,0.5836251481717999,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
39,2.0,2.0,0.125,0.3611352612120803,0.3359969160544208,4.576979848260696,1.9673518246186428,0.3708661219727726,0.3460782043327966,4.598661577876751,1.9502774437617336,7073.1607835985415,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/39/output_13/pdbs/499.pdb,0.3422126389475745,0.3409470565279681,0.6577873610524255,0.6590529434720318,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
40,2.0,2.0,0.0625,0.5891195368310763,0.474304756663259,4.791691004433896,4.555056561595988,0.5827573238876863,0.4740034859181297,4.786906753327504,4.568901965941824,49918.141096457344,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/40/output_13/pdbs/499.pdb,0.4847238151530293,0.4901793795320529,0.5152761848469708,0.5098206204679472,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
41,2.0,2.0,0.03125,0.5763248754132415,0.4910717866228223,4.814492358057481,16.68201918326288,0.5672185716278895,0.490376808409906,4.806983954191445,16.535409339420895,47026.4632597741,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/41/output_0/pdbs/499.pdb,0.4854832695094632,0.4773328978363209,0.5145167304905368,0.5226671021636792,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
42,2.0,1.0,1.0,0.1522818390940739,0.1326843475172728,3.887353135734308,0.1146208801511366,,,,,10205.729843550707,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/42/output_16/pdbs/499.pdb,0.6088513139226964,,0.3911486860773036,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
43,2.0,1.0,0.5,0.1466058055647242,0.1287821785496912,3.84762323724226,0.1464370093743478,,,,,13129.500194766684,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/43/output_14/pdbs/499.pdb,0.4868525313910748,,0.5131474686089251,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
44,2.0,1.0,0.25,0.226382424715588,0.2044045683679787,4.101202854583343,1.219479318463471,,,,,20714.85651057704,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/44/output_8/pdbs/499.pdb,0.176149141463427,,0.8238508585365729,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
45,2.0,1.0,0.125,0.2880824529738778,0.2468421083753444,4.255927865603894,2.392749067006148,,,,,24755.65880348301,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/45/output_13/pdbs/499.pdb,0.2629916983847681,,0.7370083016152319,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
46,2.0,1.0,0.0625,0.5719296579771941,0.500733111755178,4.849203850287164,4.722057236754556,,,,,65921.36564127191,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/46/output_6/pdbs/499.pdb,0.4958368048941108,,0.5041631951058893,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
47,2.0,1.0,0.03125,0.588660807210728,0.5132356056303208,5.098865472218785,10.1729032869359,,,,,62316.51173258328,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/47/output_2/pdbs/499.pdb,0.1731533054110735,,0.8268466945889266,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
48,2.0,1.0,1.0,,,,,0.1471517748850043,0.1320725039529247,3.8414596800261394,0.2421074044944886,14891.48196422168,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/48/output_12/pdbs/499.pdb,,0.6978331079129936,,0.3021668920870065,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
49,2.0,1.0,0.5,,,,,0.1426151032566782,0.1298705646218824,3.8557482460889103,0.2406154669993687,24981.36678637416,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/49/output_18/pdbs/499.pdb,,0.5180463202113287,,0.4819536797886712,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
50,2.0,1.0,0.25,,,,,0.2243646826829693,0.199963756470508,4.091693148422092,1.5032096889328466,27005.178621777883,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/50/output_5/pdbs/499.pdb,,0.8274636960398603,,0.1725363039601397,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
51,2.0,1.0,0.125,,,,,0.2836184613232743,0.2393535753615709,4.23673918196497,2.2845497142469453,25784.40234170888,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/51/output_9/pdbs/499.pdb,,0.2601370683214839,,0.7398629316785161,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
52,2.0,1.0,0.0625,,,,,0.5778412971535427,0.5043449525795056,4.879431640807825,10.171103372296292,66627.7894693975,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/52/output_7/pdbs/499.pdb,,0.5042024625362276,,0.4957975374637723,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
53,2.0,1.0,0.03125,,,,,0.5810899722641498,0.5368012127905325,5.101940521752728,11.619597383464932,58979.46009656159,/wynton/group/sali/mhancock/xray/sample_bench/out/264_sb_sa_w_ref/53/output_17/pdbs/499.pdb,,0.8235437243029178,,0.1764562756970822,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
