,log_file,tot_min,tot_min_id,tot_mean,rmsd_min,rmsd_min_id,rmsd_mean,tot_min_rmsd,tot_min_rmsd_align
868,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_871/log.csv,159738.00112627572,9536,159867.9136106741,0.5622604377669994,1000,0.7437570443967639,0.7160702637020527,0.2496832109892888
869,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_890/log.csv,159736.27735991694,1196,159868.13729878032,1.2988733968056905,1000,5.690850297724125,1.4771623380572798,0.2891849363983124
870,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_869/log.csv,159709.9902294906,3526,159867.8009007059,0.2844476840260847,2763,0.331288535556711,0.3388825759356728,0.2452658714514049
871,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_875/log.csv,159718.4712928818,1076,159853.421418994,0.2834011719852975,1267,0.33123520903274645,0.3596525093314319,0.2564626312268721
872,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_884/log.csv,159369.75016823673,14976,159822.23982349076,0.3213605926950356,12361,0.36838444284373756,0.3596567384982818,0.2843728237578663
873,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_904/log.csv,159696.09142164252,14024,159841.34814960507,0.3520810061482815,9401,0.4139769088145136,0.4251128465683169,0.2826042945554639
874,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_913/log.csv,159406.21088066866,10122,159822.27496501,1.2691518935727044,1000,4.700593184874769,5.084967524487404,0.2806183191180995
875,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_844/log.csv,159676.11334191993,9356,159828.1381733384,0.2998268725191036,11172,0.3601489366346982,0.3620318232972481,0.2585914630240095
876,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_839/log.csv,159722.5871995468,8761,159867.3990567013,0.2833236419742757,4872,0.32822810129411056,0.340822310261099,0.2542734480967929
877,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_834/log.csv,159735.53044235194,4702,159870.0456689526,0.5591164577094981,1000,0.7220288893912442,0.6965848476636479,0.2505660152382961
878,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_836/log.csv,159732.03304868142,8763,159849.02840069268,0.2813887624411718,1988,0.4062324305889342,0.4109357862421779,0.2801255528340398
879,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_833/log.csv,159708.08805506115,2180,159829.12579093082,0.3205123008600747,9133,0.3635089026847374,0.3935355412076134,0.2583517389614087
880,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_837/log.csv,159723.34836439593,3973,159849.1090628628,0.3175304346468872,1571,0.37099810102453595,0.3937775667876758,0.2453520807253635
881,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_895/log.csv,159718.10297136824,7460,159868.12289322255,0.5522426127089888,1000,0.7210472996431613,0.7227757606614078,0.2468652941373874
882,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_841/log.csv,159745.68497869425,5686,159853.25430971995,0.2612339839035764,1191,0.2792772573021198,0.275302065519904,0.2701593968167116
883,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_768/log.csv,159444.61601423268,3632,159866.25913063408,0.2878106746864959,1000,0.7208919299217198,0.7467466227292655,0.319147719248295
884,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_914/log.csv,159716.19287586093,3640,159849.7736698856,0.2875279784530953,1066,0.3706419123566669,0.3649712199536929,0.2490347332294901
885,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_861/log.csv,159737.92941240914,10397,159861.8142168113,0.4330138658928969,1000,4.54549930932901,5.324521688314982,0.2860090492261266
886,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_919/log.csv,159443.7753657804,16909,159832.37744577404,0.2844055124578025,2765,0.3783186693398036,0.4078963815602203,0.3102162193891721
887,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_855/log.csv,159713.73822493057,15659,159849.08703152888,0.2898410572652855,1131,0.3717525688753783,0.3895882486840986,0.2521635607745738
888,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_850/log.csv,159686.82517906144,8262,159849.30447375515,0.3148494979860826,3666,0.3702531422087108,0.3754096128767045,0.2586812486459984
889,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_901/log.csv,159723.37195553654,9090,159850.859694462,0.3121877890602739,5348,0.37011877512002395,0.3834299416138403,0.253457894318171
890,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_847/log.csv,159721.465049202,10803,159868.3549907246,0.2836772545430006,1263,0.3299026857183763,0.3412431053668892,0.251269037289118
891,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_868/log.csv,159372.18531292357,12554,159781.97302303024,0.3176835936462781,12809,0.4020031564079122,0.3980034455355881,0.2990664234432009
892,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_845/log.csv,159742.93641127858,11628,159870.1743805394,0.6595284135368429,1016,0.721537277569317,0.6855645181810437,0.2488857428726243
