,init_pdbs,N,ref_N,J,cif_0,ref_pdbs,cif_1,ref_0_0,ref_1_0,ref_0_1,ref_1_1,w_xray,xray_freq,weight_thermo,vel_thermo,refine,sample_sched_str
10,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
11,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
12,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
13,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
14,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
15,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
16,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
17,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t1000,dA,p1,w1,r0"
18,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,1,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
19,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.5,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
20,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.25,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
21,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
22,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.0625,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
23,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.03125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
24,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
25,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
26,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
27,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
28,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
29,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
30,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
31,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
32,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
33,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
34,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
35,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t3000,dA,p1,w1,r0"
36,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,1,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
37,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.5,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
38,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.25,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
39,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
40,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
41,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,2,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,0.9,0.1,0.1,0.9,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
42,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
43,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
44,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
45,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
46,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
47,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
48,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,1,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
49,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.5,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
50,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.25,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
51,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
52,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.0625,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
53,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0m_clean.pdb,2,2,1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/pdbs/native.pdb,,0.9,0.1,,,0.03125,1,0,1,0,"s5000,t5000,dA,p1,w1,r0"
