,r_free,ff,pdb,w_0,cif_name,N,J,job_id,cifs,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,exp_delta,ref_delta,ref_ff_delta,job_cif_str
35555,0.2404046298894152,7631.021531057723,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/35555.pdb,0.0950630505641404,7mhk,8,4,50,"7mhf,7mhi,7mhj,7mhk",0.1179519443631639,0.1959748950023806,0.0671958135126265,0.1679010200119616,0.1122007647670324,0.0587651736802779,0.1849473380984162,,,,,,,,,-0.006595370110584808,-0.0707025810770186,7158.166112336237,"7mhf,7mhi,7mhj,7mhk"
38081,0.2539167687971783,8632.01741369677,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38081.pdb,0.1861340491012686,7mhk,8,5,61,"7mhg,7mhh,7mhi,7mhj,7mhk",0.1451515519791964,0.1284620592481133,0.0634269396888575,0.1141477844824958,0.1507450139707663,0.0871415928245751,0.1247910087047266,,,,,,,,,0.006916768797178285,-0.057190442169255506,8159.161994975285,"7mhg,7mhh,7mhi,7mhj,7mhk"
38354,0.2512508179879819,9377.69172804298,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38354.pdb,0.1680862301731672,7mhk,8,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.1004116379254308,0.1518251565487222,0.0799151670386814,0.1718384676935082,0.1306726299971237,0.0716238215654426,0.1256268890579236,,,,,,,,,0.004250817987981881,-0.05985639297845191,8904.836309321496,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38408,0.3049794526811887,7163.192342790001,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38408.pdb,0.1106491896214768,7mhf,16,1,0,7mhf,0.0528536923218826,0.0737954908347862,0.0345642181965703,0.0483430731880839,0.0523364189307918,0.0856873648281439,0.0094587750193157,0.1012123537819699,0.0438369170632679,0.0534852132288966,0.0857883263289343,0.0291031270467166,0.0766418140086764,0.0978030176262288,0.0444410079742576,0.0809794526811887,-0.010534524609714102,6746.207510192363,7mhf
38702,0.3010543515142338,7214.941555576697,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38702.pdb,0.0757715870138582,7mhf,16,2,6,"7mhf,7mhg",0.0697499106106149,0.07115959692434,0.0306890083167819,0.0944852491021904,0.0886373217818389,0.0126272313837498,0.0331782469374183,0.0816438230286779,0.0856155734029642,0.0767381228474601,0.0575963050194494,0.0120292595720567,0.1103708743783022,0.0582330550613924,0.0414748346189042,0.07705435151423382,-0.014459625776668983,6797.956722979059,"7mhf,7mhg"
40228,0.3058628134074585,8275.609674573869,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/40228.pdb,0.0841710079104964,7mhf,16,3,21,"7mhf,7mhg,7mhh",0.1301502606048806,0.0295784420114704,0.0400798962471442,0.0983929819062141,0.1041063166764764,0.0128843400566271,0.0472447146439237,0.0981840385534459,0.0233809822016992,0.0290057656618034,0.1167927568671446,0.0191741528395824,0.1036769809296937,0.0358052185275302,0.027372144361867,0.08186281340745852,-0.00965116388344428,7858.6248419762305,"7mhf,7mhg,7mhh"
43400,0.3161337390668622,7056.709684508729,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/43400.pdb,0.071328964800733,7mhf,16,4,42,"7mhf,7mhg,7mhh,7mhj",0.1136176912843659,0.1063189302130933,0.0540102803833192,0.0584858706146617,0.0336273491089597,0.0141258796347962,0.0994048642605405,0.0468648914776266,0.0647914604971746,0.0682073610972207,0.0352145892272263,0.1022467199729215,0.0861306282407877,0.0369047876114168,0.0087197315751556,0.0921337390668622,0.0006197617759594043,6639.724851911091,"7mhf,7mhg,7mhh,7mhj"
46700,0.3201276289117112,6335.018918979182,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46700.pdb,0.0058263689193017,7mhf,16,5,58,"7mhf,7mhg,7mhh,7mhj,7mhk",0.0828761977455593,0.0836203375372678,0.0229318271875046,0.0087656294814584,0.0798032479539393,0.0974672918547764,0.0868200860763298,0.0930403752356526,0.0568156449141648,0.0705177492591586,0.085127425648301,0.0803125733428465,0.0078067463588624,0.0662493207130745,0.0720191777718018,0.0961276289117112,0.004613651620808401,5918.034086381544,"7mhf,7mhg,7mhh,7mhj,7mhk"
47704,0.3255842012244802,5792.475935755776,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47704.pdb,0.0696172749451747,7mhf,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.0849066416381437,0.0447100128859192,0.1101996012928077,0.1234312985651237,0.0530205195705571,0.0239587678601377,0.0629769454138015,0.0705386932008589,0.1032511099449535,0.0157152946983006,0.0223445307033233,0.0081611960324019,0.0505601486320592,0.0529132297492286,0.1036947348672079,0.10158420122448017,0.010070223933577371,5375.491103158138,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38471,0.2923637704612665,7001.446835530405,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38471.pdb,0.1120878601926184,7mhg,16,1,1,7mhg,0.0465729297244232,0.0701530101767409,0.0085378183615719,0.0230989441490345,0.0910363855115289,0.1046071569083985,0.0826704293142497,0.0338137146340166,0.0127670899679116,0.0444356700518674,0.0941598960464975,0.0474954212457719,0.0134883858358645,0.1087543561142524,0.1063209317652514,0.0873637704612665,-0.0017487350817684821,6648.732501444528,7mhg
38755,0.2847678276668879,7485.497497457922,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38755.pdb,0.0642600107943304,7mhg,16,2,6,"7mhf,7mhg",0.0268896875653197,0.0164200816461932,0.0110931998814342,0.0460567200998047,0.0898472730601907,0.1067124037062142,0.1136463916335756,0.1026514738326764,0.0414189985706869,0.0479497682242596,0.0663349513238664,0.0678223293195085,0.0746238351049665,0.1064621611725981,0.0178107140643741,0.07976782766688792,-0.009344677876147067,7132.783163372044,"7mhf,7mhg"
40425,0.2874035162866454,8072.585987153199,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/40425.pdb,0.1023431364811583,7mhg,16,3,22,"7mhf,7mhg,7mhi",0.0786808288822744,0.0857056052860905,0.0347905402638847,0.0851251429104751,0.0858133740640042,0.0329887590763612,0.0343527650455073,0.0507512875179718,0.0453380938749834,0.1020544109675154,0.0523471787234314,0.0441533257606332,0.0748803250122553,0.0495321742627231,0.0411430518707299,0.08240351628664541,-0.006708989256389575,7719.871653067322,"7mhf,7mhg,7mhi"
44063,0.292128529778545,7976.015214551237,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/44063.pdb,0.1090925378873566,7mhg,16,4,45,"7mhf,7mhg,7mhi,7mhk",0.0256001750180311,0.0885595513467836,0.0986136069914317,0.1127754812577275,0.0391878276826731,0.0419625284691514,0.0261088700064144,0.0602375700761239,0.0175503254882171,0.070500174904757,0.1321189271394885,0.0227608894284832,0.1304270606860272,0.0086967601729955,0.0158077134443374,0.08712852977854499,-0.001983975764489998,7623.300880465359,"7mhf,7mhg,7mhi,7mhk"
46790,0.2986164845434013,8461.2431793053,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46790.pdb,0.0367159341455177,7mhg,16,5,58,"7mhf,7mhg,7mhh,7mhj,7mhk",0.0575390293950802,0.1017198472759224,0.037509366706722,0.0892738188393212,0.0230616504258784,0.0222967249878715,0.026918875098926,0.0463749600040768,0.0656318514147844,0.1379653189067289,0.0514938246300802,0.0244781966406991,0.1175144864011572,0.1169054503676969,0.0446006647595363,0.0936164845434013,0.004503979000366309,8108.528845219423,"7mhf,7mhg,7mhh,7mhj,7mhk"
47786,0.3151824891590134,8703.229782612261,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47786.pdb,0.1037500090175686,7mhg,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.0418180971312934,0.0619352614256936,0.0477624959745684,0.0541135914032893,0.0521811271637857,0.0621503017520423,0.0729406597066522,0.0789034025065228,0.0685777569385538,0.0967984864731162,0.0444292617111194,0.0562092064143252,0.0322874507552853,0.0944984270310482,0.0316444645951347,0.11018248915901344,0.02106998361597845,8350.515448526385,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38501,0.3081631189680686,7326.516984956474,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38501.pdb,0.0631870803335358,7mhh,16,1,2,7mhh,0.0073587958956869,0.0182943669926013,0.0246661734744215,0.1102821907788496,0.0070967472303149,0.0952810228941595,0.1125643013049352,0.0305670754658773,0.0995192189425208,0.1135229801947141,0.0953447827645296,0.0989129137891867,0.0664049549340672,0.0124043389753184,0.0445930560292804,0.05516311896806858,0.009186982796331289,6865.92607146445,7mhh
39608,0.2441251182041458,9127.889958835372,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/39608.pdb,0.1277519186205806,7mhh,16,2,15,"7mhh,7mhi",0.037006668436755,0.0726320672078109,0.0099220928163362,0.0665661488653454,0.1041609752865039,0.0371065146851019,0.05751961639606,0.0957262362876114,0.0542611932736133,0.0885200220997499,0.0301587468881665,0.0449960191654898,0.0306911388203589,0.1153354992681929,0.0276451418823228,-0.00887488179585419,-0.05485101796759148,8667.299045343349,"7mhh,7mhi"
42637,0.2298951553439605,8965.182301692355,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/42637.pdb,0.0311530648116899,7mhh,16,3,37,"7mhh,7mhi,7mhj",0.093828877832492,0.0232481138593911,0.0124043554944709,0.065739761567323,0.0989077045624271,0.0612309676336213,0.089231884280542,0.0720815091733584,0.0639763535433891,0.0740323376946524,0.0777278658950664,0.0349557432307054,0.0877573258049077,0.0945774652967521,0.0191466693192104,-0.023104844656039514,-0.0690809808277768,8504.591388200331,"7mhh,7mhi,7mhj"
46020,0.2186802646389823,8391.343834743013,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46020.pdb,0.0834188131114595,7mhh,16,4,55,"7mhh,7mhi,7mhj,7mhk",0.0506962643556511,0.0651489235390437,0.0361312563379612,0.0935309581631298,0.0982067513738128,0.0249120504228737,0.0893930896013913,0.0425500960626133,0.0465314605628012,0.1090501217947575,0.0525562532346664,0.0112314528219196,0.1005900469722214,0.044907752045467,0.0511447096002299,-0.034319735361017706,-0.080295871532755,7930.752921250989,"7mhh,7mhi,7mhj,7mhk"
47273,0.2304364425688738,8154.0711452331825,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47273.pdb,0.100359038352404,7mhh,16,5,60,"7mhf,7mhh,7mhi,7mhj,7mhk",0.0731582015955185,0.0574438943439955,0.0289420829092805,0.0859975309285701,0.064279294838055,0.0383934215599871,0.0892491339235093,0.0861196153882476,0.0316354963287911,0.1005345618116585,0.0624531441563248,0.032814077579156,0.0816487832166085,0.0555046720309976,0.0114670510368953,-0.022563557431126202,-0.0685396936028635,7693.480231741159,"7mhf,7mhh,7mhi,7mhj,7mhk"
47839,0.2324702003632719,8034.161386626082,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47839.pdb,0.1107196133088054,7mhh,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.1120522289678604,0.0717566870764536,0.0384939628402715,0.0339683173221549,0.1121543219101342,0.0395873187207424,0.0610929560621825,0.0848061049887968,0.0517681906174247,0.0116885570239789,0.112695498312575,0.0316107207024571,0.06229106267458,0.0391875996783557,0.026126859793226,-0.020529799636728102,-0.0665059358084654,7573.570473134058,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38551,0.2960692528550823,7700.341301915175,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38551.pdb,0.0593647734859898,7mhi,16,1,3,7mhi,0.0625729937887625,0.091665566642966,0.1352300895029061,0.0353378637378667,0.0170865546287994,0.0434549699217788,0.0412629902288502,0.0241298708654791,0.0819930532058466,0.0345282128291442,0.0382287779667239,0.0158112054137212,0.11956918940468,0.1052992291012323,0.0944646592752525,0.06806925285508228,0.010696965150787496,6602.499873035033,7mhi
39674,0.2344555171057494,8849.482696449719,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/39674.pdb,0.0608415469099535,7mhi,16,2,15,"7mhh,7mhi",0.0922760524168922,0.1094117973501842,0.0369214501833724,0.0579373906721019,0.075918253454291,0.0372466646396353,0.0423890548124295,0.0734372490381988,0.005981750748874,0.0684059186740945,0.101560121438338,0.0184352932779471,0.1073191607480072,0.0526584369268382,0.0592598587088415,0.006455517105749403,-0.05091677059854538,7751.641267569576,"7mhh,7mhi"
43071,0.2124764075020827,8861.052512353472,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/43071.pdb,0.044533846386249,7mhi,16,3,40,"7mhi,7mhj,7mhk",0.0701760150543859,0.0408121700662349,0.0411942287231792,0.087259971085457,0.0571960185000258,0.0729965471476186,0.0704699724889797,0.1122904814378606,0.0147574451267867,0.0640413761516164,0.1110527807882892,0.0340439004881555,0.074544423774728,0.0667426936398597,0.0378881291405729,-0.015523592497917321,-0.0728958802022121,7763.2110834733285,"7mhi,7mhj,7mhk"
46071,0.2153592866114487,8155.770274496781,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46071.pdb,0.0832329434866895,7mhi,16,4,55,"7mhh,7mhi,7mhj,7mhk",0.0555701759502144,0.0468586484121261,0.0536053289023025,0.0763917503913283,0.1031734527296825,0.0319139074058916,0.046285988292057,0.0641824045800076,0.0312024880914288,0.1110312239587323,0.0668989110774962,0.0567300188970731,0.0653478277324761,0.0764086014778434,0.0311663286146499,-0.0126407133885513,-0.07001300109284608,7057.928845616638,"7mhh,7mhi,7mhj,7mhk"
47577,0.2095268635074574,8654.18757853208,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47577.pdb,0.0987570393460641,7mhi,16,5,61,"7mhg,7mhh,7mhi,7mhj,7mhk",0.0811988724448278,0.067575790233046,0.028445134167123,0.033949079392617,0.075112180181078,0.0293459957244656,0.0932234356906036,0.091789643493359,0.0176479181915832,0.0753019005112824,0.054852048360748,0.0464978773560257,0.1019870196572663,0.0839036447913765,0.0204124204585334,-0.01847313649254262,-0.0758454241968374,7556.346149651938,"7mhg,7mhh,7mhi,7mhj,7mhk"
47858,0.213150813067551,8440.174620641728,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47858.pdb,0.0921565803634443,7mhi,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.0692925022976265,0.0489204735900984,0.0186178406130455,0.0621931584383502,0.0963551279831183,0.0596718924854074,0.1021905907506359,0.0461712569392463,0.0561307273869708,0.0979126838249303,0.007854813796938,0.035399733738716,0.0965583532034821,0.1044949108624368,0.0060793537255526,-0.014849186932449021,-0.0722214746367438,7342.333191761585,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38612,0.3019142996030554,7278.115780294592,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38612.pdb,0.0714731874409002,7mhj,16,1,4,7mhj,0.0330685125752845,0.1020305841110787,0.0837876665064182,0.0317917580653665,0.0839773151781178,0.011619270856915,0.1054048127823504,0.0096425272405502,0.0325382905535345,0.1103115217400316,0.0220177377997641,0.0153912087721293,0.066574888046472,0.110322770183045,0.1100479481480414,0.06191429960305539,0.004178223954243276,6367.2861844159725,7mhj
39787,0.2418610410797543,8449.429539326406,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/39787.pdb,0.1000705191175027,7mhj,16,2,16,"7mhh,7mhj",0.0777081944450884,0.0568985943174569,0.0961321139667433,0.0847658808932884,0.0779021606237797,0.032182506069926,0.0568910369688588,0.0582423736444339,0.0202165235647034,0.0973791061088944,0.082585611567971,0.0120099114749759,0.0743397943831709,0.0664678421160898,0.0062078307371159,0.001861041079754322,-0.05587503456905779,7538.599943447786,"7mhh,7mhj"
42712,0.2288832273387213,8895.786650517746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/42712.pdb,0.0626472501229057,7mhj,16,3,37,"7mhh,7mhi,7mhj",0.0767883812026474,0.0475225455453745,0.0396107082772215,0.0805273232488907,0.0758909785132777,0.0778610977443268,0.0726251081554806,0.0657734951717263,0.0615744038337303,0.0806463803481135,0.0660828585089195,0.0365847146023418,0.0581502111503357,0.0612637876424868,0.0364507559322204,-0.011116772661278695,-0.06885284831009081,7984.957054639127,"7mhh,7mhi,7mhj"
44556,0.2158718386911293,8746.471890244165,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/44556.pdb,0.0880489423106868,7mhj,16,4,47,"7mhf,7mhh,7mhi,7mhj",0.077055314166855,0.0872907352325514,0.0250396128406261,0.0669079982891819,0.0618268764404887,0.0872464051081555,0.0330702657286167,0.0710949680546848,0.0241631391524703,0.0972659823759299,0.0862273668915858,0.0322358638184863,0.0389070447242154,0.1018516719883203,0.0217678128771443,-0.024128161308870688,-0.0818642369576828,7835.642294365546,"7mhf,7mhh,7mhi,7mhj"
46415,0.2225125790531444,8272.26239374232,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46415.pdb,0.0525961969035428,7mhj,16,5,56,"7mhf,7mhg,7mhh,7mhi,7mhj",0.0902716349464704,0.1000081967597901,0.0174329608171209,0.0537284148603496,0.1252914827149439,0.0759769727576465,0.0138551179639442,0.1198899450700794,0.0198391462643958,0.1100043398741836,0.104762598044994,0.01990863948837,0.0536363899242456,0.0117228498773682,0.0310751137325542,-0.017487420946855597,-0.07522349659566771,7361.4327978637,"7mhf,7mhg,7mhh,7mhi,7mhj"
47939,0.2378571341834806,8640.804573494172,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47939.pdb,0.0865210366492453,7mhj,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.0699767461322976,0.0791862426304285,0.0131374807758865,0.0405305303968362,0.0878297994976588,0.0328084093813254,0.0841879564857978,0.0373254835268519,0.0734866313994633,0.0729013405798553,0.0621514231597307,0.0293694604563051,0.0859403637940862,0.0697329204901012,0.0749141746441295,-0.0021428658165194014,-0.059878941465331514,7729.974977615552,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38679,0.3258266720581007,7660.343885864897,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/38679.pdb,0.0928600413128501,7mhk,16,1,5,7mhk,0.1026622991666952,0.044019327827405,0.0085581311482288,0.100506365408414,0.0914565142690209,0.0616474833421357,0.0729756705840201,0.0310265826399023,0.0447271187059619,0.1034752246216196,0.0734233500466308,0.019664482213484,0.0584868910827497,0.0858539906191604,0.0086565270117209,0.07882667205810068,0.014719461091666886,7187.488467143411,7mhk
40080,0.2648451057201152,8688.216696971174,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/40080.pdb,0.061884398564683,7mhk,16,2,19,"7mhi,7mhk",0.0855942648977888,0.0579142103687259,0.0507850077710858,0.0683258499089693,0.0672234181942689,0.0504315487796756,0.0762666012772065,0.0651477994125828,0.0460730001649804,0.1021943360389586,0.0770236993894915,0.032662108739983,0.0758213317040372,0.074317055953241,0.0083353688343209,0.017845105720115217,-0.046262105246318574,8215.36127824969,"7mhi,7mhk"
42400,0.2543662883751317,8698.59228767556,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/42400.pdb,0.0618181451947291,7mhk,16,3,35,"7mhg,7mhi,7mhk",0.0237808666133295,0.0970499949931985,0.0446057301820698,0.1036269730110871,0.1149411451926726,0.019209707100498,0.1067308502729865,0.0596299451830884,0.0589872466641592,0.0766148499769344,0.0120639639890352,0.0264388447211204,0.0853744710313684,0.0703772136796574,0.0387500521940648,0.007366288375131702,-0.05674092259130209,8225.736868954074,"7mhg,7mhi,7mhk"
45962,0.250296181340134,8779.487779098035,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/45962.pdb,0.0468918011906477,7mhk,16,4,54,"7mhg,7mhi,7mhj,7mhk",0.0756593665963176,0.0834130125212754,0.0150815910932063,0.0522421047679145,0.07454183159105,0.0294997947174728,0.0599271177173967,0.0934194200531343,0.0429122540794595,0.104391850839206,0.0923554175299416,0.0755508231987751,0.0460898116745591,0.0815700013737531,0.0264538010558895,0.0032961813401339857,-0.060811029626299806,8306.63236037655,"7mhg,7mhi,7mhj,7mhk"
46655,0.2486560363685596,7910.96972735978,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/46655.pdb,0.0370683883367688,7mhk,16,5,57,"7mhf,7mhg,7mhh,7mhi,7mhk",0.0932903950818917,0.0637659951444992,0.0117589252267723,0.109489596205003,0.0605551163879453,0.0228315733027414,0.048281112361021,0.0629057942043076,0.0452913570251816,0.1103677204567382,0.0964177865642616,0.0259037232622491,0.0481604011348466,0.0796332628421507,0.084278852463621,0.0016560363685595991,-0.06245117459787419,7438.1143086382945,"7mhf,7mhg,7mhh,7mhi,7mhk"
47969,0.2529395516826238,8376.37337058568,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/179_exp_ref_10000/47969.pdb,0.0456134633573069,7mhk,16,6,62,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk",0.082449653455786,0.0850916532844566,0.0644260415197091,0.0622963513027181,0.0948872465922243,0.0703318057643034,0.0870829513292725,0.0332786899042503,0.0410384717436619,0.0796172514040201,0.0378394102030881,0.0550085378885193,0.0776980526950602,0.0610606485786848,0.0222797709769376,0.005939551682623778,-0.058167659283810014,7903.5179518641935,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
