,index,N,J,job,xray_0,xray_1,xray_0+xray_1,r_free_0,r_free_1,rmsd_0,rmsd_1,rmsd_0+rmsd_1,w_0_0,w_0_1,w_1_0,w_1_1,w_2_0,w_2_1,w_3_0,w_3_1,pdb,ff
19,0,1,2,9,5.272065736625251,5.293934373795096,10.566000110420347,0.1487056636511595,0.1475181364284174,0.2074521703239977,0.2175064748711355,0.2124793225975666,1.0,1.0,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/9/output_873/pdbs/348.pdb,8428.169512661578
20,0,2,1,0,5.3980785918088765,,,0.212094756381544,,0.213380822735266,,,0.5007637827881399,,0.4992362172118599,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/0/output_813/pdbs/741.pdb,12503.238253302796
23,0,2,1,1,5.161100264494653,,,0.1334829897785648,,0.1844707817809466,,,0.0464565459162173,,0.9535434540837828,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/1/output_719/pdbs/217.pdb,15865.168391498471
22,0,2,1,2,5.401301433875688,,,0.2123974813139511,,0.2146951299109037,,,0.5421211081198392,,0.4578788918801607,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/2/output_961/pdbs/699.pdb,12405.781499722336
21,0,2,1,3,5.422335733474929,,,0.2098304210434777,,0.2359422797170768,,,0.6261111066152143,,0.3738888933847857,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/3/output_285/pdbs/631.pdb,12293.30615214212
24,0,2,1,4,5.340488743449723,,,0.1879812555450131,,0.1974364665831536,,,0.2698780196353935,,0.7301219803646065,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/4/output_695/pdbs/649.pdb,12949.822635905755
25,0,2,1,5,5.13885726812185,,,0.1353191520165537,,0.2013980111489776,,,0.9506738234527214,,0.0493261765472786,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/5/output_332/pdbs/733.pdb,15410.544676441234
26,0,2,1,6,5.451825748907513,,,0.2269757130530115,,0.2375215078892444,,,0.5578978973580608,,0.4421021026419391,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/6/output_861/pdbs/719.pdb,12282.369544585808
27,0,2,1,7,5.35009140901304,,,0.1935333061533082,,0.2108958630525592,,,0.7318357589406537,,0.2681642410593464,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/7/output_402/pdbs/757.pdb,12355.81828823447
28,0,2,1,8,5.398235082707581,,,0.2066900224573487,,0.2044083945468754,,,0.3519276451326533,,0.6480723548673466,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/8/output_705/pdbs/732.pdb,12470.74716590014
29,0,2,1,9,5.246503782395844,,,0.1587135461189928,,0.206369272340179,,,0.0508606869108829,,0.9491393130891168,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/9/output_368/pdbs/549.pdb,15050.777174308912
30,0,2,2,0,5.110224712339239,5.134333152399872,10.244557864739111,0.1572585680948245,0.1530802437892482,0.2197614739138964,0.2211713126225901,0.22046639326824324,0.5078115741595481,0.5041209699179267,0.4921884258404518,0.4958790300820734,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/0/output_466/pdbs/438.pdb,23116.392915061475
31,0,2,2,1,4.962972032896147,5.02261903183547,9.985591064731617,0.1063340710338347,0.128080593767443,0.1528187074873856,0.1685875557281489,0.16070313160776725,0.116171382978582,0.2350383692402213,0.8838286170214179,0.7649616307597787,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/1/output_122/pdbs/443.pdb,21214.949628313432
32,0,2,2,2,5.059653199340863,5.061944801021883,10.121598000362745,0.1456851745661192,0.1470970891503772,0.204944668153829,0.2050923095827562,0.2050184888682926,0.5266431407469989,0.5264602244484655,0.473356859253001,0.4735397755515345,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/2/output_124/pdbs/394.pdb,22346.538518617588
33,0,2,2,3,5.101638697212499,5.064194046985542,10.165832744198042,0.1462613774849315,0.1350509404714197,0.1966188378148473,0.1873774359436175,0.1919981368792324,0.6312434995152238,0.6874115215793937,0.3687565004847761,0.3125884784206064,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/3/output_705/pdbs/419.pdb,20842.029632573733
36,0,2,2,4,5.14359423036108,5.135598707130811,10.27919293749189,0.1458706486805978,0.1502358805262201,0.2263478026005039,0.2305445295829082,0.22844616609170604,0.6383545806063436,0.6119997980242419,0.3616454193936562,0.3880002019757581,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/4/output_223/pdbs/403.pdb,21392.51900710392
34,0,2,2,5,4.841761381425821,4.887364803082344,9.729126184508164,0.1026011813778024,0.1053326156477429,0.193933068256287,0.2007872371456746,0.19736015270098078,0.1147874019328709,0.1488988853893724,0.8852125980671292,0.8511011146106275,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/5/output_125/pdbs/378.pdb,22201.183874642706
35,0,2,2,6,5.149098689759629,5.143803192194321,10.29290188195395,0.1604387395240826,0.1595298300494202,0.2316934715622355,0.2316347422817917,0.2316641069220136,0.521272561325125,0.5229284889747269,0.478727438674875,0.4770715110252732,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/6/output_438/pdbs/399.pdb,23677.891528128293
37,0,2,2,7,5.090990197033189,5.080474872643477,10.171465069676666,0.1401826442292593,0.1407921976876459,0.1963121382727716,0.208247006839332,0.2022795725560518,0.326541734562665,0.3853224006609586,0.673458265437335,0.6146775993390414,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/7/output_943/pdbs/318.pdb,21170.09223453886
38,0,2,2,8,5.161337663208819,5.139002436818406,10.300340100027224,0.1621671394774776,0.1462421530934596,0.2132009361312763,0.2124053608474691,0.2128031484893727,0.3748420904336709,0.3653826373430174,0.625157909566329,0.6346173626569827,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/8/output_376/pdbs/436.pdb,22672.257786300543
39,0,2,2,9,4.916865502618764,4.932409051092027,9.849274553710792,0.1115344375997844,0.1153729215832388,0.1704478223997042,0.1765751710848093,0.17351149674225674,0.8542593153357666,0.8416426076045613,0.1457406846642334,0.1583573923954387,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/9/output_805/pdbs/342.pdb,21812.94216995395
40,0,4,1,0,5.254210656418796,,,0.200275369282518,,0.2711435931437433,,,0.4349280610920513,,0.4547227370723546,,0.079602267393635,,0.0307469344419588,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/0/output_932/pdbs/439.pdb,51344.52506144682
41,0,4,1,1,5.125628119614461,,,0.1675691095868111,,0.4645523386952735,,,0.1035236317483287,,0.7083165194547658,,0.1052301342482334,,0.0829297145486721,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/1/output_89/pdbs/587.pdb,51195.03403131971
42,0,4,1,2,5.2270867091223625,,,0.1956429038164609,,0.2475668451134298,,,0.3744540073545307,,0.291349730342252,,0.3058261899673709,,0.0283700723358463,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/2/output_360/pdbs/531.pdb,46645.15505590857
43,0,4,1,3,5.243737914281818,,,0.1910918250396864,,0.2245244196546097,,,0.3229098160028076,,0.3176835011813942,,0.3316050545265039,,0.0278016282892942,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/3/output_817/pdbs/434.pdb,46893.64136525768
44,0,4,1,4,5.230614977963713,,,0.1795424785831706,,0.2269421524903734,,,0.3301335604526352,,0.231949532096757,,0.4137363654150829,,0.0241805420355248,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/4/output_161/pdbs/603.pdb,47228.25802031344
47,0,4,1,5,5.030063836567929,,,0.1313533645714474,,0.2477617223644093,,,0.8285992804293747,,0.0623183184414314,,0.054042442472112,,0.0550399586570816,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/5/output_335/pdbs/312.pdb,53677.82555599373
45,0,4,1,6,5.284257156317765,,,0.2032020350703721,,0.2284218802556173,,,0.3477204480069956,,0.3143047143103462,,0.3172317817909772,,0.020743055891681,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/6/output_53/pdbs/426.pdb,47363.71215185156
46,0,4,1,7,5.231367359719231,,,0.1817169890626007,,0.2328525311889106,,,0.4206800384441525,,0.2661025655947298,,0.2897695440216351,,0.0234478519394826,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/7/output_924/pdbs/535.pdb,47989.26275217899
48,0,4,1,8,5.227343379843767,,,0.1885910141126849,,0.2110356360482892,,,0.3326989777731804,,0.3435872564146983,,0.3016700407748189,,0.0220437250373022,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/8/output_759/pdbs/645.pdb,46355.34959005103
49,0,4,1,9,5.080573195795322,,,0.144306620865287,,0.2712229017830374,,,0.0781638487588338,,0.824356456754959,,0.0501653344585728,,0.0473143600276343,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/9/output_661/pdbs/505.pdb,53109.699919652216
50,0,4,2,0,4.913469808875218,4.929969058214677,9.843438867089894,0.1355808799681132,0.1393449149272869,0.2857383438872363,0.2793963458472375,0.2825673448672369,0.3768917661521427,0.3755801608251735,0.3390050289602753,0.3347213881970813,0.2361192132987513,0.2438417800824074,0.0479839915888305,0.0458566708953377,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/0/output_384/pdbs/292.pdb,64304.48746168418
51,0,4,2,1,4.935464033218238,4.9251359821514535,9.860600015369691,0.1244138003367868,0.1245205383009188,0.312505592136935,0.223002656034869,0.267754124085902,0.3153318801210308,0.2822528414689508,0.4875377639858362,0.4478595902527078,0.1126601753732122,0.2222937680204647,0.0844701805199205,0.0475938002578765,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/1/output_813/pdbs/299.pdb,60836.33059838877
52,0,4,2,2,4.812423016256876,4.821733295559674,9.63415631181655,0.1222608167803029,0.1242765682787449,0.2499371158889323,0.2614322000711753,0.2556846579800538,0.3494326656001369,0.3568684851076035,0.2368677556542752,0.2213598862052492,0.3755445275912881,0.3734131548573431,0.0381550511542996,0.0483584738298039,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/2/output_395/pdbs/213.pdb,64370.9838789074
53,0,4,2,3,4.927008914821148,4.872932759194583,9.79994167401573,0.1289966565535781,0.1207755983644835,0.2571692739677142,0.2410444120929227,0.24910684303031846,0.4125897424097315,0.4715866337460818,0.2781877985445281,0.2403473396861698,0.258966598397248,0.2418756876168337,0.0502558606484925,0.0461903389509147,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/3/output_198/pdbs/253.pdb,61748.130804803295
54,0,4,2,4,4.89885579908944,4.87413815328937,9.77299395237881,0.1204292847838542,0.1215034556402298,0.2542542409342757,0.2511312482825984,0.25269274460843705,0.3230020679918126,0.3188192756656151,0.3288470471664819,0.3368189739881873,0.3095076257776191,0.3077936343519816,0.0386432590640865,0.036568115994216,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/4/output_861/pdbs/287.pdb,63197.11573045823
55,0,4,2,5,4.908020573929054,4.90165144207073,9.809672015999784,0.1132815773693402,0.1146313225116031,0.2506559593589874,0.2509227006464067,0.25078933000269704,0.2483569291066402,0.2534920780055563,0.2327774445617602,0.2384515796113505,0.467810963401419,0.4598919177632391,0.0510546629301803,0.0481644246198539,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/5/output_249/pdbs/246.pdb,63968.83391419793
57,0,4,2,6,4.852078989289799,4.861499966072962,9.713578955362761,0.126453765969245,0.1305345168232377,0.2530991524794125,0.2525613414817493,0.2528302469805809,0.3281752816646529,0.3269541600492613,0.2914531599114595,0.2896966195408534,0.3329193303658889,0.3362634771916082,0.0474522280579986,0.0470857432182768,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/6/output_610/pdbs/239.pdb,65877.12068988525
58,0,4,2,7,4.921534860023575,4.911959268812572,9.833494128836147,0.1252412103480405,0.1307309114045402,0.2314678156186611,0.2491976406889129,0.24033272815378698,0.3173550370643567,0.2953253178870945,0.3431124766696212,0.32708011299198,0.2926647814949777,0.3255350397117287,0.0468677047710443,0.0520595294091968,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/7/output_656/pdbs/297.pdb,61279.0729969937
56,0,4,2,8,4.821688520091944,4.8138531201592825,9.635541640251226,0.1143656922650386,0.1145293072068559,0.2037774927606281,0.2011692181714674,0.20247335546604775,0.3141997232774264,0.3238987187073271,0.3384080902868961,0.3325159290943573,0.3201359006795129,0.3153486223815457,0.0272562857561644,0.0282367298167698,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/8/output_535/pdbs/189.pdb,65126.375691534464
59,0,4,2,9,4.839700093416161,4.82749010557864,9.6671901989948,0.1073613242491436,0.1085421146035093,0.2479930219553794,0.2337371503408523,0.24086508614811586,0.4822224715200542,0.5108565791582241,0.1444855290289214,0.1466909179657093,0.3198492025463293,0.2976795762931326,0.0534427969046949,0.0447729265829339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/142_native_4_state_2_cond/9/output_852/pdbs/261.pdb,63443.40878076052
