,r_free_0+r_free_1,r_free_0,r_free_1
66,0.1734726614272752,0.0717370112201948,0.1017356502070804
67,0.1737057437634797,0.0721946671140473,0.1015110766494324
68,0.1737284768256957,0.0730290943175027,0.100699382508193
69,0.1737668755731414,0.0715430300467166,0.1022238455264248
70,0.1738216929434816,0.0717495091716992,0.1020721837717824
71,0.1738818521261965,0.0723890638130293,0.1014927883131672
72,0.17412552523511549,0.0741194719590377,0.1000060532760778
73,0.17419717164971538,0.0722825965224352,0.1019145751272802
74,0.1742580321311358,0.0727825134363612,0.1014755186947746
75,0.1747145898692452,0.0732051991409745,0.1015093907282707
76,0.17481560949838332,0.0749362202199481,0.0998793892784352
77,0.1749848175619407,0.0736154683103126,0.1013693492516281
78,0.1750370112390971,0.0755899101743106,0.0994471010647865
79,0.1750477504757858,0.0737500598069289,0.1012976906688569
80,0.1753310301779002,0.0738326542048081,0.1014983759730921
81,0.1755724307085968,0.0745824330549334,0.1009899976536634
82,0.1758539624460704,0.074399770683995,0.1014541917620754
83,0.17588370625618188,0.0754725502768957,0.1004111559792862
84,0.17603298903098408,0.0752940414739554,0.1007389475570287
85,0.17610319162870242,0.0747673444010046,0.1013358472276978
86,0.1761930560172556,0.0749838177874721,0.1012092382297835
87,0.1762877841257674,0.0752019737955149,0.1010858103302525
88,0.1764313303033406,0.0742992011077571,0.1021321291955835
89,0.1767365906433157,0.0735454205412007,0.103191170102115
90,0.17680691079545952,0.0724246162676547,0.1043822945278048
91,0.17687203791004502,0.073363222176794,0.103508815733251
92,0.17687773502561538,0.0752832303367446,0.1015945046888708
93,0.1770241086909016,0.0744817153799148,0.1025423933109868
94,0.1771150601671889,0.0726561680144372,0.1044588921527517
95,0.17712148250851661,0.074875537760832,0.1022459447476846
96,0.177129948651922,0.0755937094713452,0.1015362391805768
97,0.1772533207173752,0.0718236513820679,0.1054296693353073
98,0.17732460007587442,0.0727315783888133,0.1045930216870611
99,0.17743267723436862,0.0741918058516222,0.1032408713827464
