,N,J,w_xray,r_free_native_0,r_work_native_0,xray_native_0,r_free_native_1,r_work_native_1,xray_native_1,rmsd,ff,pdb,w_0_native_0,w_0_native_1,w_1_native_0,w_1_native_1,cif_0,cif_1
10,2.0,1.0,0.0625,0.2675235071235528,0.2759140102191003,4.703470237584186,,,,1.0283455828250585,14602.77192452255,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/10/output_14/pdbs/4.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
11,2.0,1.0,0.03125,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/11/output_1/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
12,2.0,1.0,1.0,,,,0.1869146287334389,0.1738659494188582,4.161980403813978,1.009381022900227,14806.737597385803,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/12/output_12/pdbs/485.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
13,2.0,1.0,0.5,,,,0.1916569317162394,0.1893978884528374,4.268802327101821,1.0299694368367305,12391.794410253851,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/13/output_7/pdbs/269.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
14,2.0,1.0,0.25,,,,0.2016196183646147,0.2081130921741132,4.364994402132944,1.0530326563689203,12403.572544629806,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/14/output_8/pdbs/497.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
15,2.0,1.0,0.125,,,,0.2314429496099527,0.2393127069244994,4.510529449241071,1.0914137265334594,12878.64693057139,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/15/output_3/pdbs/286.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
16,2.0,1.0,0.0625,,,,0.2623004354304553,0.2685400526700311,4.681873651349124,1.0249231847604738,9951.16264823758,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/16/output_11/pdbs/8.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
17,2.0,1.0,0.03125,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/17/output_5/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
18,2.0,2.0,1.0,0.1869897524535721,0.1711639136285359,4.218829944805848,0.1854366634419924,0.1721761792426681,4.2190230770015695,0.9708218120444304,33509.69153075214,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/18/output_10/pdbs/221.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
19,2.0,2.0,0.5,0.1994024950373608,0.1999219781979228,4.392816803474251,0.2277753068156762,0.2178741663599618,4.479661257508012,0.9887468668129566,33538.41375384573,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/19/output_0/pdbs/384.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
20,2.0,2.0,0.25,0.2102449023402123,0.2171859221936433,4.526629300180425,0.2364769327296601,0.2325628761666534,4.587665463421758,0.8540584615576844,35756.278078767806,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/20/output_17/pdbs/406.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
21,2.0,2.0,0.125,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/21/output_18/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
22,2.0,2.0,0.0625,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/22/output_2/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
23,2.0,2.0,0.03125,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/23/output_3/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
24,2.0,1.0,1.0,0.1987422226333519,0.1880273031796093,4.247269820948091,,,,0.9898556771452546,33425.32031274352,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/24/output_2/pdbs/321.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
25,2.0,1.0,0.5,0.2250728186126124,0.2222407515263947,4.415640893846151,,,,0.9796133260557188,34820.53167137581,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/25/output_0/pdbs/173.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
26,2.0,1.0,0.25,0.2649360352319303,0.2626301077061695,4.5908048532729095,,,,1.1031958706111564,37412.5641456726,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/26/output_9/pdbs/189.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
27,2.0,1.0,0.125,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/27/output_3/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
28,2.0,1.0,0.0625,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/28/output_2/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
29,2.0,1.0,0.03125,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/29/output_16/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
30,2.0,1.0,1.0,,,,0.1912343729731555,0.1809214045979061,4.20978011610725,1.2091663668535173,37913.371912777584,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/30/output_13/pdbs/492.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
31,2.0,1.0,0.5,,,,0.2145615337074151,0.2121206161245627,4.383790561282426,1.0814805653662622,34892.148903670524,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/31/output_4/pdbs/342.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
32,2.0,1.0,0.25,,,,0.2491529980314091,0.2523509167784479,4.537091193560329,1.350287895626848,37178.61872917493,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/32/output_0/pdbs/446.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
33,2.0,1.0,0.125,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/33/output_10/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
34,2.0,1.0,0.0625,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/34/output_10/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
35,2.0,1.0,0.03125,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/35/output_19/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
36,2.0,2.0,1.0,0.1941994469852345,0.1895543262348799,4.345428037168803,0.2158851837055674,0.1976239420402232,4.394005752190502,1.0583478545495,51274.26050055342,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/36/output_14/pdbs/351.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
37,2.0,2.0,0.5,0.2110987132162123,0.2059209306502955,4.476536119224083,0.217000523559218,0.2080202781294907,4.495449430373192,0.9334494739332576,55391.49612640828,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/37/output_18/pdbs/476.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
38,2.0,2.0,0.25,0.239842056771763,0.2407900468294198,4.634089671966157,0.2566637240616515,0.2463601843625686,4.650029889937054,1.0021247654194203,60457.99678995224,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/38/output_4/pdbs/485.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
39,2.0,2.0,0.125,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/39/output_18/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
40,2.0,2.0,0.0625,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/40/output_3/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
41,2.0,2.0,0.03125,0.274626732286392,0.2849846803530789,4.722941446552021,0.2656314366856787,0.2756698830301129,4.701216953342489,0.965837558105908,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/41/output_0/pdbs/0.pdb,0.9,0.1,0.1,0.9,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
42,2.0,1.0,1.0,0.213528707577434,0.2031224480376132,4.300295850232454,,,,1.0036247617888654,56688.84852638633,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/42/output_2/pdbs/456.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
43,2.0,1.0,0.5,0.246842593169328,0.2427067993092054,4.501995105044233,,,,1.0645456382672165,59019.822877415696,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/43/output_18/pdbs/147.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
44,2.0,1.0,0.25,0.2745777729250216,0.2687488294857735,4.627031454149619,,,,1.7476375237091006,63725.80330840897,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/44/output_10/pdbs/394.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
45,2.0,1.0,0.125,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/45/output_16/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
46,2.0,1.0,0.0625,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/46/output_1/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
47,2.0,1.0,0.03125,0.274626732286392,0.2849846803530789,4.722941446552021,,,,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/47/output_5/pdbs/0.pdb,0.9,,0.1,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
48,2.0,1.0,1.0,,,,0.190232077222821,0.1815218890039993,4.206198795587672,1.1063332082992328,56203.494051088936,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/48/output_9/pdbs/351.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
49,2.0,1.0,0.5,,,,0.2428351912812923,0.2431720567011812,4.486548611939595,1.1852767611834527,59840.260926752,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/49/output_19/pdbs/176.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
50,2.0,1.0,0.25,,,,0.2621879939873842,0.26336238671376,4.61074576614623,2.129136290045047,64170.331053184855,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/50/output_12/pdbs/471.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
51,2.0,1.0,0.125,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/51/output_19/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
52,2.0,1.0,0.0625,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/52/output_3/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
53,2.0,1.0,0.03125,,,,0.2656314366856788,0.2756698830301129,4.701216953342489,0.9735842765944,16555.191655162904,/wynton/group/sali/mhancock/xray/sample_bench/out/263_sb_sa/53/output_0/pdbs/0.pdb,,0.9,,0.1,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
