,state_id,job_id,w_xray_id,field,r_free_7mhf,ff,pdb,r_free_7mhg,r_free_7mhh,r_free_7mhi,r_free_7mhj,r_free_7mhk,w_xray,N
1313,1.0,56.0,4.0,1.321238660341088,0.3344685511901243,30786.381762500245,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J56_W4/output_4/pdbs/190.pdb,0.3070642844391794,0.2199476224104967,0.2229925875913301,0.2367656147099575,,0.5,2
1324,1.0,57.0,4.0,1.3344343941410923,0.3261543101104721,25185.20678391628,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J57_W4/output_0/pdbs/143.pdb,0.2932797051823474,0.2367288060016035,0.2330689076538658,,0.2452026651928036,0.5,2
1335,1.0,58.0,4.0,1.3542411051638354,0.3099672790409993,24570.00739839052,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J58_W4/output_3/pdbs/243.pdb,0.2838045464118561,0.2484871962375206,,0.2562903494713856,0.2556917340020738,0.5,2
1345,1.0,59.0,3.0,1.3603638079367304,0.3196836331331433,10136.490784509251,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J59_W3/output_2/pdbs/222.pdb,0.288611789463697,,0.2486461333824163,0.2551104522444488,0.248311799713025,0.25,2
1358,1.0,60.0,5.0,1.247369391583264,0.3997151821511685,1121854.4737606412,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J60_W5/output_4/pdbs/110.pdb,,0.1943592888501613,0.1802076069065812,0.2194717618981164,0.2536155517772365,1.0,2
1369,1.0,61.0,5.0,1.2079302389361175,,1221320.6260130112,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J61_W5/output_0/pdbs/180.pdb,0.3772244600461367,0.1905792952169022,0.1720372950063608,0.212728960204054,0.2553602284626642,1.0,2
1379,1.0,62.0,4.0,1.5439214839623772,0.3263829194170798,38927.42668925547,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N1_J62_W4/output_0/pdbs/95.pdb,0.2969551130583038,0.2254668476551791,0.2166905695776185,0.2414204229870787,0.2370056112671173,0.5,2
1390,2.0,0.0,4.0,0.3092203489944563,0.3092203489944563,38984.425533802605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J0_W4/output_4/pdbs/15.pdb,,,,,,0.5,4
1402,2.0,1.0,5.0,0.2992020501749782,,81405.21271117388,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J1_W5/output_2/pdbs/10.pdb,0.2992020501749782,,,,,1.0,4
1412,2.0,2.0,4.0,0.3130802181442418,,43859.39800329233,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J2_W4/output_3/pdbs/17.pdb,,0.3130802181442418,,,,0.5,4
1422,2.0,3.0,3.0,0.2954702252364102,,37353.35929687531,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J3_W3/output_1/pdbs/16.pdb,,,0.2954702252364102,,,0.25,4
1434,2.0,4.0,4.0,0.306786143397076,,44918.46022103094,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J4_W4/output_2/pdbs/25.pdb,,,,0.306786143397076,,0.5,4
1445,2.0,5.0,4.0,0.3269667952007178,,46680.12546133641,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J5_W4/output_0/pdbs/84.pdb,,,,,0.3269667952007178,0.5,4
1457,2.0,6.0,5.0,0.568607072981544,0.2820686983389335,126029.33058922066,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J6_W5/output_3/pdbs/11.pdb,0.2865383746426105,,,,,1.0,4
1467,2.0,7.0,4.0,0.6361244563437753,0.3326660403557511,52931.48710624912,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J7_W4/output_1/pdbs/151.pdb,,0.3034584159880242,,,,0.5,4
1478,2.0,8.0,4.0,0.6108279145907187,0.3251203450511521,49748.47662154798,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J8_W4/output_2/pdbs/59.pdb,,,0.2857075695395666,,,0.5,4
1489,2.0,9.0,4.0,0.6482762759532337,0.3394862912221427,50314.12120663613,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J9_W4/output_2/pdbs/97.pdb,,,,0.3087899847310909,,0.5,4
1500,2.0,10.0,4.0,0.6432107264644383,0.3306886031121311,50517.938698373415,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J10_W4/output_0/pdbs/238.pdb,,,,,0.3125221233523072,0.5,4
1511,2.0,11.0,4.0,0.6099639992236336,,49090.07156186205,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J11_W4/output_3/pdbs/120.pdb,0.3137326267153569,0.2962313725082768,,,,0.5,4
1522,2.0,12.0,4.0,0.5962181686612122,,46929.223021573416,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J12_W4/output_1/pdbs/38.pdb,0.3111866543761737,,0.2850315142850385,,,0.5,4
1533,2.0,13.0,4.0,0.623136400376906,,49060.78145286271,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J13_W4/output_4/pdbs/130.pdb,0.3150083175738212,,,0.3081280828030848,,0.5,4
1544,2.0,14.0,4.0,0.6085748900345378,,47124.37483144716,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J14_W4/output_4/pdbs/31.pdb,0.3110167712582228,,,,0.297558118776315,0.5,4
1556,2.0,15.0,5.0,0.4147124256620733,,306483.96070843295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J15_W5/output_4/pdbs/233.pdb,,0.1899862800753851,0.2247261455866882,,,1.0,4
1567,2.0,16.0,5.0,0.4219984674733064,,360039.6825473833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J16_W5/output_0/pdbs/289.pdb,,0.1958908710031218,,0.2261075964701846,,1.0,4
1578,2.0,17.0,5.0,0.5252750485859823,,363546.67284176906,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J17_W5/output_3/pdbs/91.pdb,,0.2433591049166617,,,0.2819159436693206,1.0,4
1589,2.0,18.0,5.0,0.4348578642551518,,245189.01877675555,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J18_W5/output_1/pdbs/251.pdb,,,0.199368690141558,0.2354891741135938,,1.0,4
1600,2.0,19.0,5.0,0.4945947622053682,,411664.5040328539,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J19_W5/output_1/pdbs/162.pdb,,,0.2272655385654436,,0.2673292236399247,1.0,4
1611,2.0,20.0,5.0,0.5497845514783011,,458575.1593241852,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J20_W5/output_2/pdbs/205.pdb,,,,0.2586374030740805,0.2911471484042205,1.0,4
1621,2.0,21.0,4.0,0.8926121794014128,0.300442047707656,56978.892030480994,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J21_W4/output_0/pdbs/94.pdb,0.2950580807969064,0.2971120508968504,,,,0.5,4
1632,2.0,22.0,4.0,0.8881821283097093,0.3121833907070114,57287.76786004342,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J22_W4/output_3/pdbs/107.pdb,0.283711940957487,,0.292286796645211,,,0.5,4
1643,2.0,23.0,4.0,0.9141480806107842,0.3096360976767187,55809.1951058128,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J23_W4/output_2/pdbs/123.pdb,0.2980036650778467,,,0.3065083178562189,,0.5,4
1654,2.0,24.0,4.0,0.8807715734152223,0.3050275992341565,56277.81691358006,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J24_W4/output_3/pdbs/87.pdb,0.286044389808101,,,,0.2896995843729647,0.5,4
1666,2.0,25.0,5.0,0.783681369216078,0.3905344523634082,1325034.4179527024,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J25_W5/output_2/pdbs/256.pdb,,0.17625441376557,0.2168925030870999,,,1.0,4
1677,2.0,26.0,5.0,0.8053893404552821,0.3736997741139677,1716976.476570824,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J26_W5/output_2/pdbs/294.pdb,,0.1991105436447194,,0.232579022696595,,1.0,4
1687,2.0,27.0,4.0,0.8690111826242022,0.3307614943103098,66000.71139208574,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J27_W4/output_3/pdbs/213.pdb,,0.2631382704702621,,,0.2751114178436302,0.5,4
1699,2.0,28.0,5.0,0.8067027821689379,0.3959239561495132,1255130.2757306998,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J28_W5/output_3/pdbs/177.pdb,,,0.1825190074663747,0.22825981855305,,1.0,4
1709,2.0,29.0,4.0,0.8320978595089312,0.3263385541232833,67733.10982487566,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J29_W4/output_0/pdbs/133.pdb,,,0.2521420888256399,,0.2536172165600082,0.5,4
1720,2.0,30.0,4.0,0.8873930279658837,0.3431235476580711,66316.69651075055,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J30_W4/output_1/pdbs/262.pdb,,,,0.2722055042085449,0.2720639760992677,0.5,4
1732,2.0,31.0,5.0,0.7891366677339295,,1577274.139384982,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J31_W5/output_0/pdbs/154.pdb,0.3770321080386694,0.1824753520135921,0.2296292076816681,,,1.0,4
1743,2.0,32.0,5.0,0.8171466149746406,,2099625.515243443,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J32_W5/output_0/pdbs/299.pdb,0.4127515291548416,0.1867862969661973,,0.2176087888536017,,1.0,4
1753,2.0,33.0,4.0,0.8375405716075077,,64806.99551737552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J33_W4/output_0/pdbs/254.pdb,0.3133475346959645,0.2589411680426644,,,0.2652518688688788,0.5,4
1765,2.0,34.0,5.0,0.7952779387042308,,1507942.3564158026,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J34_W5/output_0/pdbs/208.pdb,0.3804415063099035,,0.1922964710056193,0.222539961388708,,1.0,4
1775,2.0,35.0,4.0,0.831546993863472,,63619.1899326068,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J35_W4/output_2/pdbs/67.pdb,0.3140897973610382,,0.2606796097280177,,0.2567775867744161,0.5,4
1786,2.0,36.0,4.0,0.8677567030970748,,64191.451510861305,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J36_W4/output_0/pdbs/122.pdb,0.3236193477740999,,,0.2927655062252236,0.2513718490977512,0.5,4
1798,2.0,37.0,5.0,0.4937567106956692,,1098259.2752502295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J37_W5/output_0/pdbs/256.pdb,,0.1709082904267833,0.1530185962290641,0.1698298240398218,,1.0,4
1809,2.0,38.0,5.0,0.609160734121438,,1190206.9932986272,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J38_W5/output_4/pdbs/149.pdb,,0.184581250771343,0.1905218137295408,,0.2340576696205542,1.0,4
1820,2.0,39.0,5.0,0.677842025080591,,1409130.3593275882,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J39_W5/output_2/pdbs/139.pdb,,0.1978106586079086,,0.2173688998755446,0.2626624665971378,1.0,4
1831,2.0,40.0,5.0,0.6383367169563978,,1669959.3786993076,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J40_W5/output_3/pdbs/191.pdb,,,0.1716515899666475,0.2145851815811923,0.252099945408558,1.0,4
1842,2.0,41.0,5.0,1.0743451861168016,0.3262932026668819,2556882.916168236,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J41_W5/output_4/pdbs/253.pdb,0.3320094233102005,0.1868559513618932,0.2291866087778261,,,1.0,4
1853,2.0,42.0,5.0,1.0993668176122493,0.3359967458733339,3975127.1527170255,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J42_W5/output_0/pdbs/246.pdb,0.344817379936397,0.1928492613727911,,0.2257034304297273,,1.0,4
1863,2.0,43.0,4.0,1.135551747682142,0.3076594665157335,79768.38679695435,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J43_W4/output_0/pdbs/276.pdb,0.2915558946409108,0.2764072091413602,,,0.2599291773841375,0.5,4
1875,2.0,44.0,5.0,1.0949597793565051,0.34197758834797,2562350.8161841445,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J44_W5/output_2/pdbs/292.pdb,0.3439734602810975,,0.184407620489507,0.2246011102379309,,1.0,4
1886,2.0,45.0,5.0,1.108598597334392,0.3301896969100724,3254048.2573919683,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J45_W5/output_1/pdbs/256.pdb,0.3211825677949542,,0.2184203240037504,,0.238806008625615,1.0,4
1896,2.0,46.0,4.0,1.1483571825254328,0.3067107531432191,74856.16622080296,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J46_W4/output_0/pdbs/118.pdb,0.2925742340193875,,,0.2883694009719495,0.2607027943908767,0.5,4
1908,2.0,47.0,5.0,0.8916796742641009,0.3997759030600881,2209402.578555401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J47_W5/output_0/pdbs/151.pdb,,0.1681684087643583,0.1556761794073119,0.1680591830323426,,1.0,4
1919,2.0,48.0,5.0,1.0060118077895153,0.3970496949119855,3102884.000843202,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J48_W5/output_3/pdbs/109.pdb,,0.1851594367999211,0.1905877863388069,,0.2332148897388019,1.0,4
1930,2.0,49.0,5.0,1.0610352628672528,0.3951687427950763,3661086.774674372,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J49_W5/output_2/pdbs/105.pdb,,0.1934592791450063,,0.2177689367863232,0.254638304140847,1.0,4
1941,2.0,50.0,5.0,0.9944164913171822,0.3759799073823144,3064675.852126605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J50_W5/output_4/pdbs/139.pdb,,,0.1768043642649902,0.2023941006384421,0.2392381190314355,1.0,4
1952,2.0,51.0,5.0,0.901318754228106,,1263561.7610725618,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J51_W5/output_0/pdbs/266.pdb,0.4139519719215284,0.1703207071151606,0.1502841499294762,0.1667619252619408,,1.0,4
1963,2.0,52.0,5.0,0.9832648220996958,,2881147.0761235463,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J52_W5/output_1/pdbs/133.pdb,0.3901683394377064,0.1873077868951105,0.1896040684765123,,0.2161846272903667,1.0,4
1974,2.0,53.0,5.0,1.0417518824213263,,4373913.44697928,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J53_W5/output_4/pdbs/271.pdb,0.3910073579740349,0.1912997609320574,,0.2180424911442304,0.2414022723710036,1.0,4
1985,2.0,54.0,5.0,1.0103568627260688,,3552604.4272513813,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J54_W5/output_4/pdbs/182.pdb,0.377697681223818,,0.1765361830159205,0.2079881276273828,0.2481348708589474,1.0,4
1996,2.0,55.0,5.0,0.7795333387498597,,3551791.237075399,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J55_W5/output_0/pdbs/224.pdb,,0.1880475475474113,0.1582174796887772,0.1923593059813056,0.2409090055323657,1.0,4
2007,2.0,56.0,5.0,1.2742163853201245,0.3787167415241841,6036378.258693433,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J56_W5/output_0/pdbs/158.pdb,0.3731713469424225,0.1713175573229908,0.1693471601794817,0.1816635793510452,,1.0,4
2017,2.0,57.0,4.0,1.3152725276149138,0.3192652785742912,104395.6212029032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J57_W4/output_1/pdbs/173.pdb,0.2906191939361343,0.2296665844869918,0.2215007727994223,,0.2542206978180742,0.5,4
2028,2.0,58.0,4.0,1.3590373802246225,0.3153834699632977,117104.84977608875,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J58_W4/output_4/pdbs/147.pdb,0.2978145167401464,0.24283590796456,,0.2421216015374141,0.2608818840192045,0.5,4
2039,2.0,59.0,4.0,1.3445693506910754,0.3263744188353832,113297.73603694404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J59_W4/output_2/pdbs/206.pdb,0.3031195749095042,,0.224411643985167,0.2390329032056759,0.2516308097553452,0.5,4
2051,2.0,60.0,5.0,1.1855810397759845,0.4032229840463679,9984080.020457514,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J60_W5/output_0/pdbs/219.pdb,,0.1815410975088986,0.1583532906983757,0.198032150511884,0.2444315170104582,1.0,4
2062,2.0,61.0,5.0,1.1599504306575972,,9118425.697761605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J61_W5/output_1/pdbs/299.pdb,0.3940913840778696,0.1790620303806026,0.1590105402108137,0.1961232104578593,0.231663265530452,1.0,4
2072,2.0,62.0,4.0,1.5078075917612035,0.3183841742694127,151064.25959242467,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N2_J62_W4/output_1/pdbs/288.pdb,0.3099887502624465,0.2125299166398901,0.2046591709074636,0.2207519610115431,0.2414936186704478,0.5,4
2084,3.0,0.0,5.0,0.32466498130756,0.32466498130756,265474.8268661969,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J0_W5/output_2/pdbs/11.pdb,,,,,,1.0,8
2095,3.0,1.0,5.0,0.3025020490406946,,252426.17379763108,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J1_W5/output_1/pdbs/11.pdb,0.3025020490406946,,,,,1.0,8
2105,3.0,2.0,4.0,0.3098659929157288,,186015.2384474004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J2_W4/output_1/pdbs/30.pdb,,0.3098659929157288,,,,0.5,8
2117,3.0,3.0,5.0,0.3014760326395833,,313432.8450277957,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J3_W5/output_3/pdbs/11.pdb,,,0.3014760326395833,,,1.0,8
2127,3.0,4.0,4.0,0.3149294724313162,,175409.96845634343,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J4_W4/output_0/pdbs/15.pdb,,,,0.3149294724313162,,0.5,8
2138,3.0,5.0,4.0,0.3320712549523771,,179885.74677438097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J5_W4/output_1/pdbs/27.pdb,,,,,0.3320712549523771,0.5,8
2150,3.0,6.0,5.0,0.5810651720709809,0.2942446240461031,402518.0559889056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J6_W5/output_4/pdbs/12.pdb,0.2868205480248778,,,,,1.0,8
2160,3.0,7.0,4.0,0.6501829976129535,0.3393434465969219,205200.09952292888,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J7_W4/output_4/pdbs/108.pdb,,0.3108395510160316,,,,0.5,8
2171,3.0,8.0,4.0,0.6243127386166651,0.3360511440740544,185046.3709406284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J8_W4/output_2/pdbs/241.pdb,,,0.2882615945426107,,,0.5,8
2182,3.0,9.0,4.0,0.6433142943090215,0.3296337637466469,212939.4868004713,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J9_W4/output_1/pdbs/283.pdb,,,,0.3136805305623746,,0.5,8
2193,3.0,10.0,4.0,0.6362963910422983,0.3312838259841056,209168.51647783795,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J10_W4/output_3/pdbs/31.pdb,,,,,0.3050125650581927,0.5,8
2204,3.0,11.0,4.0,0.6218250870463311,,202402.20350773568,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J11_W4/output_0/pdbs/286.pdb,0.3104678626976224,0.3113572243487087,,,,0.5,8
2215,3.0,12.0,4.0,0.5991409552980433,,188063.62769356545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J12_W4/output_4/pdbs/159.pdb,0.3129815850367234,,0.2861593702613199,,,0.5,8
2226,3.0,13.0,4.0,0.6263356100167015,,191345.4317864448,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J13_W4/output_3/pdbs/275.pdb,0.32603190098525,,,0.3003037090314515,,0.5,8
2237,3.0,14.0,4.0,0.5978190101976266,,192662.6557299504,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J14_W4/output_4/pdbs/11.pdb,0.2916500606089603,,,,0.3061689495886663,0.5,8
2249,3.0,15.0,5.0,0.3989437040974993,,583720.5809712956,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J15_W5/output_0/pdbs/259.pdb,,0.1823680395710653,0.216575664526434,,,1.0,8
2260,3.0,16.0,5.0,0.4197840346358942,,726000.8843351584,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J16_W5/output_1/pdbs/171.pdb,,0.2043734088395488,,0.2154106257963454,,1.0,8
2271,3.0,17.0,5.0,0.5122133256595619,,867635.2439737207,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J17_W5/output_3/pdbs/287.pdb,,0.2375044852966852,,,0.2747088403628767,1.0,8
2282,3.0,18.0,5.0,0.3940819182547049,,749185.042634131,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J18_W5/output_4/pdbs/217.pdb,,,0.1828623982255924,0.2112195200291126,,1.0,8
2293,3.0,19.0,5.0,0.4765355169910258,,637333.4403351048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J19_W5/output_1/pdbs/271.pdb,,,0.2258965261286282,,0.2506389908623976,1.0,8
2303,3.0,20.0,4.0,0.5323861612308394,,217613.56390089705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J20_W4/output_4/pdbs/261.pdb,,,,0.2520313750629845,0.2803547861678549,0.5,8
2314,3.0,21.0,4.0,0.8970884260147854,0.3086809608254764,237384.91178695444,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J21_W4/output_2/pdbs/161.pdb,0.2871504311062402,0.3012570340830688,,,,0.5,8
2325,3.0,22.0,4.0,0.8804350263487966,0.2991382721989049,225172.8133274172,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J22_W4/output_3/pdbs/243.pdb,0.2853725726671607,,0.295924181482731,,,0.5,8
2336,3.0,23.0,4.0,0.9052696052105628,0.3047535088766596,219451.75493809217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J23_W4/output_3/pdbs/111.pdb,0.2941644556982833,,,0.3063516406356198,,0.5,8
2347,3.0,24.0,4.0,0.8794740355727892,0.3015963039024565,221388.8846793278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J24_W4/output_2/pdbs/288.pdb,0.2813977855879937,,,,0.2964799460823391,0.5,8
2359,3.0,25.0,5.0,0.7720349558609522,0.3781887477544533,2877894.9775714213,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J25_W5/output_0/pdbs/218.pdb,,0.1791944593219643,0.2146517487845345,,,1.0,8
2369,3.0,26.0,4.0,0.8113715179037084,0.3489142975916953,247287.4519664236,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J26_W4/output_2/pdbs/161.pdb,,0.2245428525144734,,0.2379143677975397,,0.5,8
2380,3.0,27.0,4.0,0.8663095446244642,0.3306797310498651,255638.44771914463,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J27_W4/output_3/pdbs/168.pdb,,0.2649853094810269,,,0.2706445040935722,0.5,8
2392,3.0,28.0,5.0,0.7689799286245986,0.3714245035707416,3057557.213736293,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J28_W5/output_1/pdbs/181.pdb,,,0.1847254881329596,0.2128299369208975,,1.0,8
2402,3.0,29.0,4.0,0.8333410717879992,0.3337683094521908,233380.70095925024,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J29_W4/output_4/pdbs/222.pdb,,,0.2520458973787721,,0.2475268649570363,0.5,8
2413,3.0,30.0,4.0,0.8587573478468925,0.3355265634439304,243254.6644714931,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J30_W4/output_0/pdbs/166.pdb,,,,0.2649947019794414,0.2582360824235207,0.5,8
2424,3.0,31.0,4.0,0.756816025975381,,239908.4449870688,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J31_W4/output_2/pdbs/241.pdb,0.316200508750312,0.2134343136805461,0.2271812035445229,,,0.5,8
2436,3.0,32.0,5.0,0.773655311001129,,3075848.301498581,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J32_W5/output_3/pdbs/233.pdb,0.3598702977242063,0.1945436254825586,,0.2192413877943642,,1.0,8
2446,3.0,33.0,4.0,0.8317683519640091,,280207.04795873683,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J33_W4/output_0/pdbs/238.pdb,0.3165727567661345,0.2628043750483806,,,0.252391220149494,0.5,8
2458,3.0,34.0,5.0,0.745000916341856,,2571136.2751099067,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J34_W5/output_1/pdbs/287.pdb,0.3605145860727619,,0.1824134349934533,0.2020728952756408,,1.0,8
2468,3.0,35.0,4.0,0.8046639862843351,,259767.33475099725,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J35_W4/output_3/pdbs/261.pdb,0.3157165926829064,,0.2502365401544119,,0.2387108534470168,0.5,8
2479,3.0,36.0,4.0,0.8380416555901028,,232733.9558293391,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J36_W4/output_4/pdbs/263.pdb,0.3224384775018377,,,0.2633260131976915,0.2522771648905736,0.5,8
2491,3.0,37.0,5.0,0.5100257155238024,,1790986.763688894,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J37_W5/output_3/pdbs/159.pdb,,0.1744888365853261,0.1594028957526785,0.1761339831857978,,1.0,8
